,Unnamed: 0,genus,phylum,early_interval,occurrence_no,record_type,reid_no,flags,collection_no,accepted_rank,accepted_no,late_interval,reference_no,paleomodel,geoplate,paleoage,paleolng,paleolat,phylum_no,class.x,class_no,order_no,family_no,genus_no,subgenus_no,genus_id,max_ma,min_ma,fad,lad,class.y,order,family,fad_age,lad_age
1404,1405,Distichoplax,Rhodophyta,Paleocene,1538968,occ,,,216237,genus,275510,Paleocene,74084,gplates,501,mid,87.17,-13.45,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1405,1406,Distichoplax,Rhodophyta,Paleocene,1538417,occ,,,216116,genus,275510,Paleocene,74642,gplates,305,mid,23.74,38.8,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1406,1407,Distichoplax,Rhodophyta,Paleocene,1537352,occ,,,215922,genus,275510,Paleocene,74558,gplates,715,mid,34.13,11.51,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1407,1408,Distichoplax,Rhodophyta,Paleocene,1537874,occ,,,216049,genus,275510,Paleocene,74642,gplates,308,mid,25.64,32.36,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1408,1409,Distichoplax,Rhodophyta,Paleocene,1540702,occ,,,216706,genus,275510,Paleocene,74925,gplates,501,mid,74.92,-6.95,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1409,1410,Distichoplax,Rhodophyta,Paleocene,807589,occ,,,88275,genus,275510,Paleocene,29614,gplates,305,mid,23.53,38.68,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1410,1411,Distichoplax,Rhodophyta,Paleocene,1532569,occ,,,184446,genus,275510,Paleocene,74167,gplates,510,mid,35.44,29.14,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1411,1412,Distichoplax,Rhodophyta,Eocene,1531087,occ,,,214816,genus,275510,Eocene,74113,gplates,not computable using this model,mid,,,54808,Florideophyceae,273057,54334,441815,275510,,275510,56.0,33.9,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1412,1413,Distichoplax,Rhodophyta,Paleocene,1538980,occ,,,216240,genus,275510,Paleocene,74084,gplates,501,mid,87.17,-13.45,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1413,1414,Distichoplax,Rhodophyta,Paleocene,1530234,occ,,,214680,genus,275510,Paleocene,74031,gplates,503,mid,47.03,12.83,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1414,1415,Distichoplax,Rhodophyta,Paleocene,1538325,occ,,,216104,genus,275510,Paleocene,74642,gplates,305,mid,23.52,38.69,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1415,1416,Distichoplax,Rhodophyta,Paleocene,1532732,occ,,,215033,genus,275510,Paleocene,74171,gplates,307,mid,21.88,32.94,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1416,1417,Distichoplax,Rhodophyta,Paleocene,1538963,occ,,,216236,genus,275510,Paleocene,74084,gplates,501,mid,87.17,-13.45,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1417,1418,Distichoplax,Rhodophyta,Paleocene,1531955,occ,,,214898,genus,275510,Paleocene,74140,gplates,not computable using this model,mid,,,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1418,1419,Distichoplax,Rhodophyta,Paleocene,1538978,occ,,,216239,genus,275510,Paleocene,74084,gplates,501,mid,87.17,-13.45,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1419,1420,Distichoplax,Rhodophyta,Eocene,1539032,occ,,,216248,genus,275510,Eocene,74084,gplates,501,mid,88.38,-6.84,54808,Florideophyceae,273057,54334,441815,275510,,275510,56.0,33.9,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1420,1421,Distichoplax,Rhodophyta,Paleocene,1538443,occ,,,216119,genus,275510,Paleocene,74642,gplates,305,mid,23.74,38.8,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1421,1422,Distichoplax,Rhodophyta,Eocene,1536773,occ,,,215786,genus,275510,Eocene,74431,gplates,304,mid,7.62,33.54,54808,Florideophyceae,273057,54334,441815,275510,,275510,56.0,33.9,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1422,1423,Distichoplax,Rhodophyta,Paleocene,1537982,occ,,,216067,genus,275510,Paleocene,74642,gplates,308,mid,25.76,32.05,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1423,1424,Distichoplax,Rhodophyta,Eocene,1537361,occ,,,215930,genus,275510,Eocene,74560,gplates,715,mid,34.1,14.86,54808,Florideophyceae,273057,54334,441815,275510,,275510,56.0,33.9,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1424,1425,Distichoplax,Rhodophyta,Paleocene,1540700,occ,,,216704,genus,275510,Paleocene,74925,gplates,501,mid,74.92,-6.95,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1425,1426,Distichoplax,Rhodophyta,Paleocene,1200844,occ,,,155381,genus,275510,Paleocene,50684,gplates,504,mid,37.6,24.06,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1426,1427,Distichoplax,Rhodophyta,Eocene,1531144,occ,,,214821,genus,275510,Eocene,74117,gplates,501,mid,71.83,11.26,54808,Florideophyceae,273057,54334,441815,275510,,275510,56.0,33.9,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1427,1428,Distichoplax,Rhodophyta,Paleocene,1538618,occ,,,216163,genus,275510,Paleocene,74642,gplates,308,mid,28.74,30.83,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1428,1429,Distichoplax,Rhodophyta,Eocene,1539024,occ,,,216247,genus,275510,Eocene,74084,gplates,501,mid,88.38,-6.84,54808,Florideophyceae,273057,54334,441815,275510,,275510,56.0,33.9,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1429,1430,Distichoplax,Rhodophyta,Paleocene,1530223,occ,,,214677,genus,275510,Paleocene,74031,gplates,503,mid,47.03,12.83,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1430,1431,Distichoplax,Rhodophyta,Paleocene,1537883,occ,,,216052,genus,275510,Paleocene,74642,gplates,308,mid,25.67,32.33,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1431,1432,Distichoplax,Rhodophyta,Eocene,1539065,occ,,,216251,genus,275510,Eocene,74084,gplates,501,mid,88.38,-6.84,54808,Florideophyceae,273057,54334,441815,275510,,275510,56.0,33.9,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1432,1433,Distichoplax,Rhodophyta,Paleocene,1537354,occ,,,215924,genus,275510,Paleocene,74558,gplates,715,mid,34.16,11.53,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1433,1434,Distichoplax,Rhodophyta,Eocene,1539054,occ,,,216250,genus,275510,Eocene,74084,gplates,501,mid,88.38,-6.84,54808,Florideophyceae,273057,54334,441815,275510,,275510,56.0,33.9,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1434,1435,Distichoplax,Rhodophyta,Paleocene,1200803,occ,,,155377,genus,275510,Paleocene,50684,gplates,504,mid,37.6,24.06,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1435,1436,Distichoplax,Rhodophyta,Paleocene,1538987,occ,,,216242,genus,275510,Paleocene,74084,gplates,501,mid,87.17,-13.45,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1436,1437,Distichoplax,Rhodophyta,Paleocene,1538973,occ,,,216238,genus,275510,Paleocene,74084,gplates,501,mid,87.17,-13.45,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1437,1438,Distichoplax,Rhodophyta,Eocene,1531006,occ,,,214812,genus,275510,Eocene,74113,gplates,not computable using this model,mid,,,54808,Florideophyceae,273057,54334,441815,275510,,275510,56.0,33.9,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1438,1439,Distichoplax,Rhodophyta,Paleocene,1538460,occ,,,216122,genus,275510,Paleocene,74642,gplates,305,mid,25.14,37.47,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1439,1440,Distichoplax,Rhodophyta,Paleocene,1531946,occ,,,214897,genus,275510,Paleocene,74140,gplates,not computable using this model,mid,,,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1440,1441,Distichoplax,Rhodophyta,Eocene,1156938,occ,,,148415,genus,275510,Eocene,47664,gplates,305,mid,8.59,34.84,54808,Florideophyceae,273057,54334,441815,275510,,275510,56.0,33.9,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1441,1442,Distichoplax,Rhodophyta,Paleocene,1538410,occ,,,216115,genus,275510,Paleocene,74642,gplates,305,mid,23.74,38.8,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1442,1443,Distichoplax,Rhodophyta,Paleocene,1538983,occ,,,216241,genus,275510,Paleocene,74084,gplates,501,mid,87.17,-13.45,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1443,1444,Distichoplax,Rhodophyta,Paleocene,1538957,occ,,,216235,genus,275510,Paleocene,74084,gplates,501,mid,87.17,-13.45,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1444,1445,Distichoplax,Rhodophyta,Paleocene,1538953,occ,,,214673,genus,275510,Paleocene,74084,gplates,501,mid,87.17,-13.45,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1445,1446,Distichoplax,Rhodophyta,Paleocene,1529953,occ,,,214608,genus,275510,Paleocene,74070,gplates,501,mid,87.15,-13.45,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1446,1447,Distichoplax,Rhodophyta,Upper Cretaceous,1592542,occ,,,224749,genus,275510,Upper Cretaceous,80975,gplates,501,mid,67.08,-30.2,54808,Florideophyceae,273057,54334,441815,275510,,275510,100.5,66.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1447,1448,Distichoplax,Rhodophyta,Paleocene,1533615,occ,,,215196,genus,275510,Paleocene,74228,gplates,501,mid,68.72,-33.07,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1448,1449,Distichoplax,Rhodophyta,Eocene,1533521,occ,,,215164,genus,275510,Eocene,74174,gplates,503,mid,45.28,16.96,54808,Florideophyceae,273057,54334,441815,275510,,275510,56.0,33.9,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1449,1450,Distichoplax,Rhodophyta,Paleocene,1531159,occ,,,214823,genus,275510,Paleocene,74118,gplates,501,mid,73.3,-22.56,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1450,1451,Distichoplax,Rhodophyta,Paleocene,1537148,occ,,,215868,genus,275510,Paleocene,74501,gplates,204,mid,-76.82,17.19,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1451,1452,Distichoplax,Rhodophyta,Paleocene,1537152,occ,,,215869,genus,275510,Paleocene,74501,gplates,204,mid,-76.82,17.19,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1452,1453,Distichoplax,Rhodophyta,Paleocene,1538989,occ,,,216243,genus,275510,Paleocene,74084,gplates,501,mid,87.17,-13.45,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1453,1454,Distichoplax,Rhodophyta,Paleocene,806838,occ,,,88183,genus,275510,Paleocene,29614,gplates,305,mid,23.67,38.79,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1454,1455,Distichoplax,Rhodophyta,Paleocene,806881,occ,,,88184,genus,275510,Paleocene,29614,gplates,305,mid,23.72,38.81,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1455,1456,Distichoplax,Rhodophyta,Paleocene,807546,occ,,,88274,genus,275510,Paleocene,29614,gplates,305,mid,23.67,38.79,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1456,1457,Distichoplax,Rhodophyta,Paleocene,1538320,occ,,,216103,genus,275510,Paleocene,74642,gplates,305,mid,23.52,38.69,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1457,1458,Distichoplax,Rhodophyta,Paleocene,1537357,occ,,,215927,genus,275510,Paleocene,74558,gplates,715,mid,34.14,11.82,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1458,1459,Distichoplax,Rhodophyta,Paleocene,1533616,occ,,,215197,genus,275510,Paleocene,74230,gplates,304,mid,8.38,32.17,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1459,1460,Distichoplax,Rhodophyta,Paleocene,1540701,occ,,,216705,genus,275510,Paleocene,74925,gplates,501,mid,74.92,-6.95,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1460,1461,Distichoplax,Rhodophyta,Paleocene,1530109,occ,,,214660,genus,275510,Paleocene,74081,gplates,715,mid,23.85,13.65,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1461,1462,Distichoplax,Rhodophyta,Eocene,1539015,occ,,,216246,genus,275510,Eocene,74084,gplates,501,mid,88.38,-6.84,54808,Florideophyceae,273057,54334,441815,275510,,275510,56.0,33.9,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1462,1463,Distichoplax,Rhodophyta,Paleocene,1537157,occ,,,215870,genus,275510,Paleocene,74501,gplates,204,mid,-76.82,17.19,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1463,1464,Distichoplax,Rhodophyta,Paleocene,1538553,occ,,,216152,genus,275510,Paleocene,74642,gplates,305,mid,25.28,38.77,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1464,1465,Distichoplax,Rhodophyta,Eocene,1531026,occ,,,214813,genus,275510,Eocene,74113,gplates,not computable using this model,mid,,,54808,Florideophyceae,273057,54334,441815,275510,,275510,56.0,33.9,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1465,1466,Distichoplax,Rhodophyta,Eocene,1539006,occ,,,216245,genus,275510,Eocene,74084,gplates,501,mid,88.38,-6.84,54808,Florideophyceae,273057,54334,441815,275510,,275510,56.0,33.9,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1466,1467,Distichoplax,Rhodophyta,Paleocene,1538595,occ,,,216158,genus,275510,Paleocene,74642,gplates,305,mid,26.05,38.63,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1467,1468,Distichoplax,Rhodophyta,Eocene,1538997,occ,,,216244,genus,275510,Eocene,74084,gplates,501,mid,88.38,-6.84,54808,Florideophyceae,273057,54334,441815,275510,,275510,56.0,33.9,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1468,1469,Distichoplax,Rhodophyta,Paleocene,1529927,occ,,,214602,genus,275510,Paleocene,74069,gplates,501,mid,86.99,-13.39,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1469,1470,Distichoplax,Rhodophyta,Paleocene,1537164,occ,,,215871,genus,275510,Paleocene,74501,gplates,204,mid,-76.82,17.19,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1470,1471,Distichoplax,Rhodophyta,Paleocene,1538399,occ,,,216114,genus,275510,Paleocene,74642,gplates,305,mid,23.74,38.8,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1471,1472,Distichoplax,Rhodophyta,Eocene,1529196,occ,,,214507,genus,275510,Eocene,73969,gplates,501,mid,73.04,4.35,54808,Florideophyceae,273057,54334,441815,275510,,275510,56.0,33.9,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1472,1473,Distichoplax,Rhodophyta,Paleocene,1533635,occ,,,215200,genus,275510,Paleocene,74231,gplates,501,mid,87.71,-13.55,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1473,1474,Distichoplax,Rhodophyta,Paleocene,1538462,occ,,,216123,genus,275510,Paleocene,74642,gplates,305,mid,24.54,38.91,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1474,1475,Distichoplax,Rhodophyta,Eocene,1529973,occ,,,214611,genus,275510,Eocene,74070,gplates,501,mid,88.37,-6.85,54808,Florideophyceae,273057,54334,441815,275510,,275510,56.0,33.9,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1475,1476,Distichoplax,Rhodophyta,Eocene,1539043,occ,,,216249,genus,275510,Eocene,74084,gplates,501,mid,88.38,-6.84,54808,Florideophyceae,273057,54334,441815,275510,,275510,56.0,33.9,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1476,1477,Distichoplax,Rhodophyta,Paleocene,1533626,occ,,,215198,genus,275510,Paleocene,74231,gplates,501,mid,87.71,-13.55,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1477,1478,Distichoplax,Rhodophyta,Paleocene,1537167,occ,,,215872,genus,275510,Paleocene,74501,gplates,204,mid,-76.82,17.19,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1478,1479,Distichoplax,Rhodophyta,Paleocene,1530121,occ,,,214663,genus,275510,Paleocene,74081,gplates,715,mid,23.85,13.65,54808,Florideophyceae,273057,54334,441815,275510,,275510,66.0,56.0,100.5,56.0,Florideophyceae,Corallinales,Lithophyllaceae,72.1,38.0
1479,1480,Ditabulipora,Rhodophyta,Guadalupian,503583,occ,,,51159,genus,267114,Guadalupian,13635,gplates,611,mid,114.85,-18.68,54808,Rhodophyceae,54185,111685,111684,267114,,267114,272.3,259.9,272.3,272.3,Rhodophyceae,Archaeolithophyllales,Palaeoaplysinidae,268.8,265.1
1480,1481,Ditabulipora,Rhodophyta,Guadalupian,504015,occ,,,144366,genus,267114,Guadalupian,13635,gplates,611,mid,114.85,-18.68,54808,Rhodophyceae,54185,111685,111684,267114,,267114,272.3,259.9,272.3,272.3,Rhodophyceae,Archaeolithophyllales,Palaeoaplysinidae,268.8,265.1
1481,1482,Ditabulipora,Rhodophyta,Guadalupian,503555,occ,,,51157,genus,267114,Guadalupian,13635,gplates,611,mid,114.85,-18.68,54808,Rhodophyceae,54185,111685,111684,267114,,267114,272.3,259.9,272.3,272.3,Rhodophyceae,Archaeolithophyllales,Palaeoaplysinidae,268.8,265.1
1482,1483,Diversocallis,Rhodophyta,Lower Cretaceous,1162279,occ,,,149337,genus,276545,Lower Cretaceous,47796,gplates,305,mid,29.34,30.14,54808,Rhodophyceae,54185,NO,81990,276545,,276545,145.0,100.5,145.0,145.0,Rhodophyceae,NO_ORDER_SPECIFIED,Gymnocodiaceae,139.8,125.0
1483,1484,Diversocallis,Rhodophyta,Lower Cretaceous,1162303,occ,,,149338,genus,276545,Lower Cretaceous,47796,gplates,305,mid,26.08,27.55,54808,Rhodophyceae,54185,NO,81990,276545,,276545,145.0,100.5,145.0,145.0,Rhodophyceae,NO_ORDER_SPECIFIED,Gymnocodiaceae,139.8,125.0
1484,1485,Donezella,Chlorophyta,Cisuralian,1348375,occ,,,182690,genus,111653,Cisuralian,60899,gplates,402,mid,73.76,18.94,54811,Chlorophyceae,54452,111655,111654,111653,,111653,298.9,272.3,358.9,298.9,Chlorophyceae,Paleosiphonocladales,Donezellidae,330.9,272.3
1485,1486,Donezella,Chlorophyta,Mississippian,716315,occ,,,76885,genus,111653,Mississippian,25999,gplates,714,mid,-6.0,-35.61,54811,Chlorophyceae,54452,111655,111654,111653,,111653,358.9,323.2,358.9,298.9,Chlorophyceae,Paleosiphonocladales,Donezellidae,330.9,272.3
1486,1487,Donezella,Chlorophyta,Pennsylvanian,246455,occ,,,24133,genus,111653,Pennsylvanian,6823,gplates,not computable using this model,mid,,,54811,Chlorophyceae,54452,111655,111654,111653,,111653,323.2,298.9,358.9,298.9,Chlorophyceae,Paleosiphonocladales,Donezellidae,330.9,272.3
1487,1488,Donezella,Chlorophyta,Pennsylvanian,712177,occ,,,76327,genus,111653,Pennsylvanian,25856,gplates,101,mid,-36.89,-13.12,54811,Chlorophyceae,54452,111655,111654,111653,,111653,323.2,298.9,358.9,298.9,Chlorophyceae,Paleosiphonocladales,Donezellidae,330.9,272.3
1488,1489,Donezella,Chlorophyta,Pennsylvanian,1567602,occ,,,216036,genus,111653,Pennsylvanian,74466,gplates,302,mid,32.31,4.5,54811,Chlorophyceae,54452,111655,111654,111653,,111653,323.2,298.9,358.9,298.9,Chlorophyceae,Paleosiphonocladales,Donezellidae,330.9,272.3
1489,1490,Donezella,Chlorophyta,Pennsylvanian,716109,occ,,,76870,genus,111653,Pennsylvanian,25988,gplates,304,mid,4.88,-17.07,54811,Chlorophyceae,54452,111655,111654,111653,,111653,323.2,298.9,358.9,298.9,Chlorophyceae,Paleosiphonocladales,Donezellidae,330.9,272.3
1490,1491,Donezella,Chlorophyta,Pennsylvanian,1418057,occ,,,196389,genus,111653,Pennsylvanian,66782,gplates,302,mid,40.11,23.96,54811,Chlorophyceae,54452,111655,111654,111653,,111653,323.2,298.9,358.9,298.9,Chlorophyceae,Paleosiphonocladales,Donezellidae,330.9,272.3
1491,1492,Donezella,Chlorophyta,Pennsylvanian,716307,occ,,,76883,genus,111653,Pennsylvanian,25998,gplates,101,mid,-41.09,-13.39,54811,Chlorophyceae,54452,111655,111654,111653,,111653,323.2,298.9,358.9,298.9,Chlorophyceae,Paleosiphonocladales,Donezellidae,330.9,272.3
1492,1493,Donezella,Chlorophyta,Pennsylvanian,716126,occ,,,76872,genus,111653,Pennsylvanian,25989,gplates,304,mid,7.41,-12.82,54811,Chlorophyceae,54452,111655,111654,111653,,111653,323.2,298.9,358.9,298.9,Chlorophyceae,Paleosiphonocladales,Donezellidae,330.9,272.3
1493,1494,Donezella,Chlorophyta,Pennsylvanian,716320,occ,,,76887,genus,111653,Pennsylvanian,25999,gplates,714,mid,-1.23,-26.12,54811,Chlorophyceae,54452,111655,111654,111653,,111653,323.2,298.9,358.9,298.9,Chlorophyceae,Paleosiphonocladales,Donezellidae,330.9,272.3
1494,1495,Donezella,Chlorophyta,Pennsylvanian,714586,occ,,,76625,genus,111653,Pennsylvanian,25904,gplates,304,mid,9.3,-8.57,54811,Chlorophyceae,54452,111655,111654,111653,,111653,323.2,298.9,358.9,298.9,Chlorophyceae,Paleosiphonocladales,Donezellidae,330.9,272.3
1495,1496,Donezella,Chlorophyta,Pennsylvanian,716318,occ,,,76886,genus,111653,Pennsylvanian,25999,gplates,714,mid,-1.23,-26.12,54811,Chlorophyceae,54452,111655,111654,111653,,111653,323.2,298.9,358.9,298.9,Chlorophyceae,Paleosiphonocladales,Donezellidae,330.9,272.3
1496,1497,Donezella,Chlorophyta,Pennsylvanian,716322,occ,,,76888,genus,111653,Pennsylvanian,25999,gplates,714,mid,2.71,-17.97,54811,Chlorophyceae,54452,111655,111654,111653,,111653,323.2,298.9,358.9,298.9,Chlorophyceae,Paleosiphonocladales,Donezellidae,330.9,272.3
