,Unnamed: 0,genus,phylum,early_interval,occurrence_no,record_type,reid_no,flags,collection_no,accepted_rank,accepted_no,late_interval,reference_no,paleomodel,geoplate,paleoage,paleolng,paleolat,phylum_no,class.x,class_no,order_no,family_no,genus_no,subgenus_no,genus_id,max_ma,min_ma,fad,lad,class.y,order,family,fad_age,lad_age
0,1,Angulocellularia,Rhodophyta,Series 2,205527,occ,,,22941,genus,289830,Series 2,6602,gplates,401,mid,-42.0,6.62,54808,Rhodophyceae,54185,NO,NF,289830,,289830,520.0,513.0,520.0,520.0,Rhodophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,520.0,513.0
1,2,Angulocellularia,Rhodophyta,Series 2,756796,occ,,,81005,genus,289830,Series 2,27251,gplates,101,mid,-137.81,33.38,54808,Rhodophyceae,54185,NO,NF,289830,,289830,520.0,513.0,520.0,520.0,Rhodophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,520.0,513.0
2,3,Angulocellularia,Rhodophyta,Series 2,205398,occ,,,22939,genus,289830,Series 2,6600,gplates,401,mid,-42.0,6.62,54808,Rhodophyceae,54185,NO,NF,289830,,289830,520.0,513.0,520.0,520.0,Rhodophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,520.0,513.0
3,4,Epiphyton,Rhodophyta,Miaolingian,1421321,occ,,,197283,genus,84255,Miaolingian,67264,gplates,604,mid,103.6,21.04,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,501.0,498.5,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
4,5,Epiphyton,Rhodophyta,Series 2,102857,occ,,,8094,genus,84255,Series 2,545,gplates,801,mid,112.61,-0.86,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
5,6,Epiphyton,Rhodophyta,Series 2,247463,occ,,,24189,genus,84255,Series 2,6839,gplates,305,mid,5.87,-51.36,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
6,7,Epiphyton,Rhodophyta,Series 2,122833,occ,,,9819,genus,84255,Series 2,851,gplates,101,mid,-113.16,44.46,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
7,8,Epiphyton,Rhodophyta,Series 2,123308,occ,,,9894,genus,84255,Series 2,861,gplates,101,mid,-103.06,9.86,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
8,9,Epiphyton,Rhodophyta,Series 2,711125,occ,,,76112,genus,84255,Series 2,25805,gplates,not computable using this model,mid,,,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
9,10,Epiphyton,Rhodophyta,Series 2,125333,occ,,,10167,genus,84255,Series 2,912,gplates,401,mid,-40.51,-1.74,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
10,11,Epiphyton,Rhodophyta,Series 2,205393,occ,,,22939,genus,84255,Series 2,6600,gplates,401,mid,-42.0,6.62,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
11,12,Epiphyton,Rhodophyta,Series 2,745245,occ,,,79944,genus,84255,Series 2,26866,gplates,801,mid,115.85,1.03,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
12,13,Epiphyton,Rhodophyta,Series 2,205483,occ,,,22940,genus,84255,Series 2,6601,gplates,401,mid,-42.0,6.62,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
13,14,Epiphyton,Rhodophyta,Series 2,205523,occ,,,22941,genus,84255,Series 2,6602,gplates,401,mid,-42.0,6.62,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
14,15,Epiphyton,Rhodophyta,Series 2,591996,occ,,,62645,genus,84255,Series 2,18077,gplates,304,mid,-5.31,-64.8,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
15,16,Epiphyton,Rhodophyta,Series 2,247412,occ,,,24192,genus,84255,Series 2,6839,gplates,305,mid,5.87,-51.36,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
16,17,Epiphyton,Rhodophyta,Series 2,247455,occ,,,24190,genus,84255,Series 2,6839,gplates,305,mid,5.87,-51.36,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
17,18,Epiphyton,Rhodophyta,Series 2,596252,occ,,,63210,genus,84255,Series 2,18191,gplates,401,mid,-43.76,6.72,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
18,19,Epiphyton,Rhodophyta,Series 2,757182,occ,,,81028,genus,84255,Series 2,27260,gplates,not computable using this model,mid,,,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
19,20,Epiphyton,Rhodophyta,Series 2,755697,occ,,,80915,genus,84255,Series 2,27228,gplates,802,mid,127.2,-13.41,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
20,21,Epiphyton,Rhodophyta,Series 2,464994,occ,,,45946,genus,84255,Series 2,12254,gplates,401,mid,-46.22,6.6,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
21,22,Epiphyton,Rhodophyta,Series 2,757214,occ,,,81031,genus,84255,Series 2,27260,gplates,not computable using this model,mid,,,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
22,23,Epiphyton,Rhodophyta,Series 2,711151,occ,,,76114,genus,84255,Series 2,25805,gplates,not computable using this model,mid,,,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
23,24,Epiphyton,Rhodophyta,Series 2,711168,occ,,,76115,genus,84255,Series 2,25805,gplates,not computable using this model,mid,,,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
24,25,Epiphyton,Rhodophyta,Series 2,756770,occ,,,81004,genus,84255,Series 2,27251,gplates,101,mid,-137.82,33.36,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
25,26,Epiphyton,Rhodophyta,Series 2,465062,occ,,,45951,genus,84255,Series 2,12254,gplates,401,mid,-44.24,7.04,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
26,27,Epiphyton,Rhodophyta,Series 2,497203,occ,,,50195,genus,84255,Series 2,13489,gplates,not computable using this model,mid,,,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
27,28,Epiphyton,Rhodophyta,Series 2,755151,occ,,,80850,genus,84255,Series 2,27178,gplates,714,mid,-25.38,-74.64,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
28,29,Epiphyton,Rhodophyta,Series 2,593362,occ,,,62865,genus,84255,Series 2,18114,gplates,104,mid,-143.97,30.22,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
29,30,Epiphyton,Rhodophyta,Series 2,755179,occ,,,80852,genus,84255,Series 2,27178,gplates,714,mid,-25.38,-74.64,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
30,31,Epiphyton,Rhodophyta,Series 2,755445,occ,,,80876,genus,84255,Series 2,27194,gplates,401,mid,-67.5,10.28,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
31,32,Epiphyton,Rhodophyta,Series 2,760098,occ,,,81268,genus,84255,Series 2,27386,gplates,402,mid,34.67,-9.25,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
32,33,Epiphyton,Rhodophyta,Series 2,757201,occ,,,81029,genus,84255,Series 2,27260,gplates,not computable using this model,mid,,,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
33,34,Epiphyton,Rhodophyta,Series 2,711106,occ,,,76110,genus,84255,Series 2,25805,gplates,not computable using this model,mid,,,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
34,35,Epiphyton,Rhodophyta,Series 2,760753,occ,,,81309,genus,84255,Series 2,27400,gplates,401,mid,-46.66,-0.6,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
35,36,Epiphyton,Rhodophyta,Series 2,757261,occ,,,81033,genus,84255,Series 2,27262,gplates,not computable using this model,mid,,,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
36,37,Epiphyton,Rhodophyta,Series 2,756247,occ,,,80961,genus,84255,Series 2,13485,gplates,101,mid,-110.13,44.76,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
37,38,Epiphyton,Rhodophyta,Series 2,757328,occ,,,81040,genus,84255,Series 2,27269,gplates,304,mid,-9.09,-67.59,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
38,39,Epiphyton,Rhodophyta,Series 2,748799,occ,,,80091,genus,84255,Series 2,26850,gplates,611,mid,75.69,-5.49,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
39,40,Epiphyton,Rhodophyta,Series 2,755091,occ,,,80843,genus,84255,Series 2,27169,gplates,401,mid,-56.58,-9.57,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
40,41,Epiphyton,Rhodophyta,Series 2,756901,occ,,,81010,genus,84255,Series 2,27252,gplates,611,mid,76.61,-7.75,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
41,42,Epiphyton,Rhodophyta,Series 2,755172,occ,,,80851,genus,84255,Series 2,27178,gplates,714,mid,-25.38,-74.64,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
42,43,Epiphyton,Rhodophyta,Series 2,757171,occ,,,81026,genus,84255,Series 2,27258,gplates,801,mid,115.8,0.75,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
43,44,Epiphyton,Rhodophyta,Series 2,757181,occ,,,81027,genus,84255,Series 2,27260,gplates,not computable using this model,mid,,,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
44,45,Epiphyton,Rhodophyta,Series 2,760989,occ,,,81320,genus,84255,Series 2,27400,gplates,401,mid,-46.87,-0.71,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
45,46,Epiphyton,Rhodophyta,Series 2,760541,occ,,,81291,genus,84255,Series 2,27394,gplates,304,mid,9.14,-64.97,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
46,47,Epiphyton,Rhodophyta,Series 2,756216,occ,,,80957,genus,84255,Series 2,13485,gplates,101,mid,-110.11,44.65,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
47,48,Epiphyton,Rhodophyta,Series 2,761064,occ,,,81323,genus,84255,Series 2,27400,gplates,401,mid,-46.87,-0.71,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
48,49,Epiphyton,Rhodophyta,Series 2,760785,occ,,,81310,genus,84255,Series 2,27400,gplates,401,mid,-46.66,-0.6,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
49,50,Epiphyton,Rhodophyta,Series 2,757315,occ,,,81038,genus,84255,Series 2,27267,gplates,101,mid,-141.42,32.31,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
50,51,Epiphyton,Rhodophyta,Series 2,760851,occ,,,81312,genus,84255,Series 2,27400,gplates,401,mid,-46.66,-0.6,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
51,52,Epiphyton,Rhodophyta,Series 2,756792,occ,,,81005,genus,84255,Series 2,27251,gplates,101,mid,-137.81,33.38,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
52,53,Epiphyton,Rhodophyta,Series 2,757746,occ,,,81071,genus,84255,Series 2,27279,gplates,628,mid,-5.19,1.62,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
53,54,Epiphyton,Rhodophyta,Series 2,758596,occ,,,81170,genus,84255,Series 2,27350,gplates,801,mid,113.81,1.45,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
54,55,Epiphyton,Rhodophyta,Series 2,757001,occ,,,81016,genus,84255,Series 2,27256,gplates,801,mid,117.51,-2.18,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
55,56,Epiphyton,Rhodophyta,Series 2,758667,occ,,,81172,genus,84255,Series 2,27350,gplates,801,mid,112.99,1.62,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
56,57,Epiphyton,Rhodophyta,Series 2,758689,occ,,,81173,genus,84255,Series 2,27350,gplates,801,mid,112.99,1.62,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
57,58,Epiphyton,Rhodophyta,Series 2,761758,occ,,,81429,genus,84255,Series 2,27400,gplates,401,mid,-48.98,-0.8,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
58,59,Epiphyton,Rhodophyta,Series 2,761018,occ,,,81321,genus,84255,Series 2,27400,gplates,401,mid,-46.87,-0.71,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
59,60,Epiphyton,Rhodophyta,Series 2,757203,occ,,,81030,genus,84255,Series 2,27260,gplates,not computable using this model,mid,,,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
60,61,Epiphyton,Rhodophyta,Series 2,761907,occ,,,81440,genus,84255,Series 2,27400,gplates,401,mid,-44.23,0.1,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
61,62,Epiphyton,Rhodophyta,Series 2,761085,occ,,,81324,genus,84255,Series 2,27400,gplates,401,mid,-43.75,0.07,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
62,63,Epiphyton,Rhodophyta,Series 2,760820,occ,,,81311,genus,84255,Series 2,27400,gplates,401,mid,-46.66,-0.6,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
63,64,Epiphyton,Rhodophyta,Series 2,761125,occ,,,81326,genus,84255,Series 2,27400,gplates,401,mid,-43.75,0.07,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
64,65,Epiphyton,Rhodophyta,Series 2,757339,occ,,,78585,genus,84255,Series 2,27268,gplates,304,mid,-6.12,-68.41,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
65,66,Epiphyton,Rhodophyta,Series 2,760897,occ,,,81314,genus,84255,Series 2,27400,gplates,401,mid,-46.66,-0.6,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
66,67,Epiphyton,Rhodophyta,Series 2,760919,occ,,,81315,genus,84255,Series 2,27400,gplates,401,mid,-46.66,-0.6,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
67,68,Epiphyton,Rhodophyta,Series 2,758626,occ,,,81171,genus,84255,Series 2,27350,gplates,801,mid,113.81,1.45,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
68,69,Epiphyton,Rhodophyta,Series 2,760968,occ,,,81317,genus,84255,Series 2,27400,gplates,401,mid,-43.54,0.18,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
69,70,Epiphyton,Rhodophyta,Series 2,760976,occ,,,81318,genus,84255,Series 2,27400,gplates,401,mid,-43.54,0.18,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
70,71,Epiphyton,Rhodophyta,Series 2,894882,occ,,,99163,genus,84255,Series 2,34108,gplates,714,mid,-29.18,-75.92,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
71,72,Epiphyton,Rhodophyta,Series 2,761808,occ,,,81431,genus,84255,Series 2,27400,gplates,401,mid,-48.98,-0.8,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
72,73,Epiphyton,Rhodophyta,Series 2,760560,occ,,,81293,genus,84255,Series 2,27394,gplates,304,mid,9.14,-64.97,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
73,74,Epiphyton,Rhodophyta,Series 2,1500234,occ,,,81025,genus,84255,Series 2,27258,gplates,801,mid,115.89,0.63,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
74,75,Epiphyton,Rhodophyta,Series 2,762245,occ,,,81461,genus,84255,Series 2,27400,gplates,401,mid,-41.82,0.37,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
75,76,Epiphyton,Rhodophyta,Series 2,761106,occ,,,81325,genus,84255,Series 2,27400,gplates,401,mid,-43.75,0.07,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
76,77,Epiphyton,Rhodophyta,Series 2,762437,occ,,,81247,genus,84255,Series 2,27400,gplates,401,mid,-45.79,2.24,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
77,78,Epiphyton,Rhodophyta,Series 2,760875,occ,,,81313,genus,84255,Series 2,27400,gplates,401,mid,-46.66,-0.6,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
78,79,Epiphyton,Rhodophyta,Series 2,761284,occ,,,81331,genus,84255,Series 2,27400,gplates,401,mid,-43.78,0.0,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
79,80,Epiphyton,Rhodophyta,Series 2,761313,occ,,,81332,genus,84255,Series 2,27400,gplates,401,mid,-47.46,0.82,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
80,81,Epiphyton,Rhodophyta,Series 2,760936,occ,,,81316,genus,84255,Series 2,27400,gplates,401,mid,-43.54,0.18,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
81,82,Epiphyton,Rhodophyta,Series 2,761357,occ,,,81334,genus,84255,Series 2,27400,gplates,401,mid,-47.46,0.82,54808,NO_CLASS_SPECIFIED,NC,NO,464846,84255,,84255,520.0,513.0,520.0,501.0,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,520.0,498.5
