reference,publication_year,eon,era,period,epoch,age,framework,depo_env1,depo_env2,depo_env3,paleo_lat,paleo_long,modern_lat,modern_long,numberOfSamples,NumberOfPointsPerSample,microbial,green_algae,red_algae,prob_alga,calc_alga,sponges,sponges_silica,sponges_archaeocyath,sponges_calc,pelagic_foram,foraminifera,bryozoans,graptolites,cephalopods,annelids,sclerec_corals,rugose_corals,corals,trilobite,ostracods,barnacles,brachiopods,gastropods,bivalves,molluska,echinoderm,echinoids,crinoids,radiolarians,calcispheres,unid_biota,other_metazoans,skeletal_total,alga+micro_total,animals_total,protists_total,total_animals_new,total_protists_new,total_alga_new,ooids,peloids,cement,micrite,siliciclastics,fecal_pellets,other_abiotic,Pore Space,organic_matter,Glauconite and other minerals,Vertebrate fossils,Phosphates,Glauconite,carbonate_clasts,mean_ma,Dolomite,Pyrite,Cortoids,alga_total,Anhydrite,Paleocontinents1
Blendinger et al.,1997,Phanerozoic,Paleozoic,Permian,Cisuralian,Artinskian,platform,outerShelf,slope,bioherm,,,70.51,20.69,1,,,,,5.5,,,,,,,3.0,24.0,,,,,,,,,,,,,,22.0,,,,,15.5,,70.0,5.5,61.5,3.0,61.5,3.0,5.5,,,0.0,30.0,0.0,,0.0,,,,,,,,275.53499999999997,0.0,,,,,Pangea
Demirmen and Harbaugh,1965,Phaenrozoic,Paleozoic,Permian,Cisuralian,,ramp,innerRamp,peritidal,,,,40.5865,-122.39,1,400.0,,,,,,,,,,,3.2,6.7,,,,,,,,,,,,,,,,20.3,,,4.4,,34.7,0.0,31.400000000000002,3.2,31.400000000000002,3.2,-1.0,,,,,,,,,,,,,,,275.53499999999997,,,,,,Pangea
Demirmen and Harbaugh,1965,Phaenrozoic,Paleozoic,Permian,Cisuralian,,ramp,innerRamp,peritidal,,,,40.5865,-122.39,1,400.0,,,,,,,,,,,2.4,21.9,,,,,,,,,,,,,,,,10.0,,,2.7,,37.0,0.0,34.599999999999994,2.4,34.599999999999994,2.4,-1.0,,,,,,,,,,,,,,,275.53499999999997,,,,,,Pangea
Demirmen and Harbaugh,1965,Phaenrozoic,Paleozoic,Permian,Cisuralian,,ramp,innerRamp,peritidal,,,,40.5865,-122.39,1,400.0,,,,,,,,,,,0.0,10.3,,,,,,,,,,,,,,,,23.3,,,3.6,,37.2,0.0,37.2,0.0,37.2,0.0,-1.0,,,,,,,,,,,,,,,275.53499999999997,,,,,,Pangea
Demirmen and Harbaugh,1965,Phaenrozoic,Paleozoic,Permian,Cisuralian,,ramp,innerRamp,peritidal,,,,40.5865,-122.39,1,400.0,,,,,,,,,,,3.8,3.3,,,,,,,,,,,,,,,,11.2,,,4.1,,22.4,0.0,18.599999999999998,3.8,18.599999999999998,3.8,-1.0,,,,,,,,,,,,,,,275.53499999999997,,,,,,Pangea
Demirmen and Harbaugh,1965,Phaenrozoic,Paleozoic,Permian,Cisuralian,,ramp,innerRamp,peritidal,,,,40.5865,-122.39,1,400.0,,,,,,,,,,,1.8,7.6,,,,,,,,,,,,,,,,10.6,,,0.0,,13.5,0.0,18.2,1.8,18.2,1.8,-1.0,,,,,,,,,,,,,,,275.53499999999997,,,,,,Pangea
Blendinger et al.,1997,Phanerozoic,Paleozoic,Permian,Cisuralian,Artinskian,platform,outerShelf,slope,bioherm,,,70.51,20.69,1,,,,,0.0,,,,,,,0.0,9.5,,,,,,,,,,,,,,0.0,,,,,9.5,,19.0,0.0,19.0,0.0,19.0,0.0,0.0,,,54.0,27.0,0.0,,0.0,,,,,,,,275.53499999999997,0.0,,,,,Pangea
Blendinger et al.,1997,Phanerozoic,Paleozoic,Permian,Cisuralian,Artinskian,platform,outerShelf,slope,bioherm,,,70.51,20.69,1,,,,,0.0,,,,,,,0.0,20.0,,,,,,,,,,,,,,0.0,,,,,0.0,,20.0,0.0,20.0,0.0,20.0,0.0,0.0,,,71.5,6.5,0.0,,0.0,,,,,,,,275.53499999999997,2.0,,,,,Pangea
Blendinger et al.,1997,Phanerozoic,Paleozoic,Permian,Cisuralian,Artinskian,platform,outerShelf,slope,bioherm,,,70.51,20.69,1,,,,,22.5,,,,,,,0.0,13.0,,,,,,,,,,,,,,37.0,,,,,0.0,,72.5,22.5,50.0,0.0,50.0,0.0,22.5,,,6.0,18.0,3.5,,0.0,,,,,,,,275.53499999999997,0.0,,,,,Pangea
Demirmen and Harbaugh,1965,Phaenrozoic,Paleozoic,Permian,Cisuralian,,ramp,innerRamp,peritidal,,,,40.5865,-122.39,1,400.0,,,,,,,,,,,13.5,6.3,,,,,,,,,,,,,,,,6.3,,,4.5,,30.6,0.0,17.1,13.5,17.1,13.5,-1.0,,,,,,,,,,,,,,,275.53499999999997,,,,,,Pangea
Blendinger et al.,1997,Phanerozoic,Paleozoic,Permian,Cisuralian,Artinskian,platform,outerShelf,slope,bioherm,,,70.51,20.69,1,,,,,2.0,,,,,,,3.0,16.5,,,,,,,,,,,,,,61.0,,,,,5.5,,88.0,2.0,83.0,3.0,83.0,3.0,2.0,,,1.0,11.0,0.0,,0.0,,,,,,,,275.53499999999997,0.0,,,,,Pangea
Blendinger et al.,1997,Phanerozoic,Paleozoic,Permian,Cisuralian,Artinskian,platform,outerShelf,slope,bioherm,,,70.51,20.69,1,,,,,13.0,,,,,,,2.5,39.5,,,,,,,,,,,,,,23.0,,,,,16.0,,94.0,13.0,78.5,2.5,78.5,2.5,13.0,,,4.5,0.0,1.5,,0.0,,,,,,,,275.53499999999997,0.0,,,,,Pangea
Payne et al,2006,Phanerozoic,Paleozoic,Permian,Lopingian,Changsingian,platform,outerShelf,gravityFlows,,,,26.64,106.0,1,300.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.3333333333333333,,0.0,,,,0.0,0.3333333333333333,,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,99.33333333333333,,,,,,,,,,,275.53499999999997,0.0,,,,,South China
Payne et al,2006,Phanerozoic,Paleozoic,Permian,Lopingian,Changsingian,platform,outerShelf,gravityFlows,,,,26.64,106.0,1,300.0,0.0,0.0,0.0,0.0,,1.3333333333333333,,,,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,1.3333333333333333,0.0,1.3333333333333333,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,97.33333333333333,,,,,,,,,,,275.53499999999997,0.0,,,,,South China
Payne et al,2006,Phanerozoic,Paleozoic,Permian,Lopingian,Changsingian,platform,outerShelf,gravityFlows,,,,26.64,106.0,1,300.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,2.0,,0.0,0.0,,,0.0,,0.0,,0.6666666666666666,0.0,0.0,,0.6666666666666666,,,,0.0,2.0,,5.333333333333333,0.0,5.333333333333333,0.0,5.333333333333333,0.0,0.0,0.0,0.0,3.0,91.66666666666667,,,,,,,,,,,275.53499999999997,0.0,,,,,South China
Payne et al,2006,Phanerozoic,Paleozoic,Permian,Lopingian,Changsingian,platform,outerShelf,gravityFlows,,,,26.64,106.0,1,300.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,2.3333333333333335,0.0,0.0,,1.0,,,,0.0,3.6666666666666665,,7.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,93.0,,,,,,,,,,,275.53499999999997,0.0,,,,,South China
Payne et al,2006,Phanerozoic,Paleozoic,Permian,Lopingian,Changsingian,platform,innerPlatform,peritidal,,,,26.64,106.0,1,300.0,0.0,0.3333333333333333,0.0,0.6666666666666666,,0.0,,,,,1.6666666666666667,0.0,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,5.0,,7.666666666666667,1.0,5.0,1.6666666666666667,5.0,1.6666666666666667,1.0,0.0,0.0,42.333333333333336,50.0,,,,,,,,,,,275.53499999999997,0.0,,,,,South China
Demirmen and Harbaugh,1965,Phaenrozoic,Paleozoic,Permian,Cisuralian,,ramp,innerRamp,peritidal,,,,40.5865,-122.39,1,400.0,,,,,,,,,,,1.0,19.7,,,,,,,,,,,,,,,,17.3,,,0.0,,33.2,0.0,37.0,1.0,37.0,1.0,-1.0,,,,,,,,,,,,,,,275.53499999999997,,,,,,Pangea
Demirmen and Harbaugh,1965,Phaenrozoic,Paleozoic,Permian,Cisuralian,,ramp,innerRamp,peritidal,,,,40.5865,-122.39,1,400.0,,,,,,,,,,,1.3,11.4,,,,,,,,,,,,,,,,12.6,,,4.2,,29.5,0.0,28.200000000000003,1.3,28.200000000000003,1.3,-1.0,,,,,,,,,,,,,,,275.53499999999997,,,,,,Pangea
Demirmen and Harbaugh,1965,Phaenrozoic,Paleozoic,Permian,Cisuralian,,ramp,innerRamp,peritidal,,,,40.5865,-122.39,1,400.0,,,,,,,,,,,1.2,9.7,,,,,,,,,,,,,,,,6.7,,,0.0,,16.0,0.0,16.4,1.2,16.4,1.2,-1.0,,,,,,,,,,,,,,,275.53499999999997,,,,,,Pangea
Blendinger et al.,1997,Phanerozoic,Paleozoic,Permian,Cisuralian,Artinskian,platform,outerShelf,slope,bioherm,,,70.51,20.69,1,,,,,3.0,,,,,,,0.0,8.0,,,,,,,,,,,,,,0.0,,,,,5.0,,16.0,3.0,13.0,0.0,13.0,0.0,3.0,,,22.0,59.0,0.0,,3.0,,,,,,,,275.53499999999997,0.0,,,,,Pangea
Demirmen and Harbaugh,1965,Phaenrozoic,Paleozoic,Permian,Cisuralian,,ramp,innerRamp,peritidal,,,,40.5865,-122.39,1,400.0,,,,,,,,,,,1.5,3.4,,,,,,,,,,,,,,,,12.5,,,0.0,,16.9,0.0,15.9,1.5,15.9,1.5,-1.0,,,,,,,,,,,,,,,275.53499999999997,,,,,,Pangea
Demirmen and Harbaugh,1965,Phaenrozoic,Paleozoic,Permian,Cisuralian,,ramp,innerRamp,peritidal,,,,40.5865,-122.39,1,400.0,,,,,,,,,,,1.4,7.6,,,,,,,,,,,,,,,,10.5,,,0.0,,16.9,0.0,18.1,1.4,18.1,1.4,-1.0,,,,,,,,,,,,,,,275.53499999999997,,,,,,Pangea
Demirmen and Harbaugh,1965,Phaenrozoic,Paleozoic,Permian,Cisuralian,,ramp,innerRamp,peritidal,,,,40.5865,-122.39,1,400.0,,,,,,,,,,,1.8,4.5,,,,,,,,,,,,,,,,10.1,,,1.4,,17.8,0.0,16.0,1.8,16.0,1.8,-1.0,,,,,,,,,,,,,,,275.53499999999997,,,,,,Pangea
Demirmen and Harbaugh,1965,Phaenrozoic,Paleozoic,Permian,Cisuralian,,ramp,innerRamp,peritidal,,,,40.5865,-122.39,1,400.0,,,,,,,,,,,0.6,4.1,,,,,,,,,,,,,,,,6.0,,,7.7,,18.5,0.0,17.799999999999997,0.6,17.799999999999997,0.6,-1.0,,,,,,,,,,,,,,,275.53499999999997,,,,,,Pangea
Demirmen and Harbaugh,1965,Phaenrozoic,Paleozoic,Permian,Cisuralian,,ramp,innerRamp,peritidal,,,,40.5865,-122.39,1,400.0,,,,,,,,,,,1.2,14.5,,,,,,,,,,,,,,,,3.2,,,0.0,,18.5,0.0,17.7,1.2,17.7,1.2,-1.0,,,,,,,,,,,,,,,275.53499999999997,,,,,,Pangea
Demirmen and Harbaugh,1965,Phaenrozoic,Paleozoic,Permian,Cisuralian,,ramp,innerRamp,peritidal,,,,40.5865,-122.39,1,400.0,,,,,,,,,,,3.1,4.2,,,,,,,,,,,,,,,,7.2,,,4.2,,18.7,0.0,15.600000000000001,3.1,15.600000000000001,3.1,-1.0,,,,,,,,,,,,,,,275.53499999999997,,,,,,Pangea
Demirmen and Harbaugh,1965,Phaenrozoic,Paleozoic,Permian,Cisuralian,,ramp,innerRamp,peritidal,,,,40.5865,-122.39,1,400.0,,,,,,,,,,,2.8,12.0,,,,,,,,,,,,,,,,3.6,,,1.8,,20.1,0.0,17.4,2.8,17.4,2.8,-1.0,,,,,,,,,,,,,,,275.53499999999997,,,,,,Pangea
Demirmen and Harbaugh,1965,Phaenrozoic,Paleozoic,Permian,Cisuralian,,ramp,innerRamp,peritidal,,,,40.5865,-122.39,1,400.0,,,,,,,,,,,1.3,6.3,,,,,,,,,,,,,,,,13.8,,,1.0,,22.3,0.0,21.1,1.3,21.1,1.3,-1.0,,,,,,,,,,,,,,,275.53499999999997,,,,,,Pangea
Demirmen and Harbaugh,1965,Phaenrozoic,Paleozoic,Permian,Cisuralian,,ramp,innerRamp,peritidal,,,,40.5865,-122.39,1,400.0,,,,,,,,,,,1.3,6.3,,,,,,,,,,,,,,,,18.5,,,1.0,,27.0,0.0,25.8,1.3,25.8,1.3,-1.0,,,,,,,,,,,,,,,275.53499999999997,,,,,,Pangea
Demirmen and Harbaugh,1965,Phaenrozoic,Paleozoic,Permian,Cisuralian,,ramp,innerRamp,peritidal,,,,40.5865,-122.39,1,400.0,,,,,,,,,,,1.3,8.7,,,,,,,,,,,,,,,,9.3,,,3.3,,22.6,0.0,21.3,1.3,21.3,1.3,-1.0,,,,,,,,,,,,,,,275.53499999999997,,,,,,Pangea
Demirmen and Harbaugh,1965,Phaenrozoic,Paleozoic,Permian,Cisuralian,,ramp,innerRamp,peritidal,,,,40.5865,-122.39,1,400.0,,,,,,,,,,,1.1,15.1,,,,,,,,,,,,,,,,9.3,,,0.0,,23.0,0.0,24.4,1.1,24.4,1.1,-1.0,,,,,,,,,,,,,,,275.53499999999997,,,,,,Pangea
Demirmen and Harbaugh,1965,Phaenrozoic,Paleozoic,Permian,Cisuralian,,ramp,innerRamp,peritidal,,,,40.5865,-122.39,1,400.0,,,,,,,,,,,1.3,5.1,,,,,,,,,,,,,,,,13.8,,,3.3,,23.5,0.0,22.200000000000003,1.3,22.200000000000003,1.3,-1.0,,,,,,,,,,,,,,,275.53499999999997,,,,,,Pangea
Demirmen and Harbaugh,1965,Phaenrozoic,Paleozoic,Permian,Cisuralian,,ramp,innerRamp,peritidal,,,,40.5865,-122.39,1,400.0,,,,,,,,,,,2.0,6.4,,,,,,,,,,,,,,,,13.5,,,2.2,,24.1,0.0,22.1,2.0,22.1,2.0,-1.0,,,,,,,,,,,,,,,275.53499999999997,,,,,,Pangea
Demirmen and Harbaugh,1965,Phaenrozoic,Paleozoic,Permian,Cisuralian,,ramp,innerRamp,peritidal,,,,40.5865,-122.39,1,400.0,,,,,,,,,,,1.3,8.7,,,,,,,,,,,,,,,,13.9,,,1.0,,24.8,0.0,23.6,1.3,23.6,1.3,-1.0,,,,,,,,,,,,,,,275.53499999999997,,,,,,Pangea
Demirmen and Harbaugh,1965,Phaenrozoic,Paleozoic,Permian,Cisuralian,,ramp,innerRamp,peritidal,,,,40.5865,-122.39,1,400.0,,,,,,,,,,,1.5,19.2,,,,,,,,,,,,,,,,4.3,,,0.2,,25.2,0.0,23.7,1.5,23.7,1.5,-1.0,,,,,,,,,,,,,,,275.53499999999997,,,,,,Pangea
Demirmen and Harbaugh,1965,Phaenrozoic,Paleozoic,Permian,Cisuralian,,ramp,innerRamp,peritidal,,,,40.5865,-122.39,1,400.0,,,,,,,,,,,10.0,6.4,,,,,,,,,,,,,,,,7.6,,,1.2,,25.2,0.0,15.2,10.0,15.2,10.0,-1.0,,,,,,,,,,,,,,,275.53499999999997,,,,,,Pangea
Demirmen and Harbaugh,1965,Phaenrozoic,Paleozoic,Permian,Cisuralian,,ramp,innerRamp,peritidal,,,,40.5865,-122.39,1,400.0,,,,,,,,,,,0.0,2.3,,,,,,,,,,,,,,,,9.7,,,0.0,,8.9,0.0,12.0,0.0,12.0,0.0,-1.0,,,,,,,,,,,,,,,275.53499999999997,,,,,,Pangea
Payne et al,2006,Phanerozoic,Mesozoic,Triassic,Early Triassic,Griesbachian,platform,innerPlatform,peritidal,,,,26.64,106.0,1,300.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,226.735,0.0,,,,,South China
Keim and Schlager,2001,Phanerozoic,Mesozoic,Triassic,Late Triassic,,platform,innerPlatform,,,,,46.5,11.8,1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,,,50.0,48.0,,,,,,,,,,,226.735,,,,,,Pangea
Bonuso et al,2020,Phanerozoic,Mesozoic,Triassic,Late Triassic,Carnian,ramp,innerRamp,reef,,,,39.0,-117.0,1,,34.090909090909086,,,21.428571428571427,0.0,37.98701298701299,,,,,0.0,,,,4.220779220779221,,,,,0.0,,0.0,0.0,0.0,,0.0,,,,,,,63.63636363636364,,42.20779220779221,0.0,42.20779220779221,0.0,21.428571428571427,,,2.272727272727273,0.0,0.0,,,,,,,,,,226.735,,,,21.428571428571427,,Pangea
Payne et al,2006,Phanerozoic,Mesozoic,Triassic,Middle Triassic,Anisian,platform,outerShelf,gravityFlows,,,,26.64,106.0,1,300.0,0.3333333333333333,0.0,0.0,0.3333333333333333,,0.0,,,,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.0,0.3333333333333333,0.3333333333333333,,0.0,,,,0.0,2.0,,3.0,0.3333333333333333,2.6666666666666665,0.0,2.6666666666666665,0.0,0.3333333333333333,0.0,5.333333333333333,4.0,85.66666666666667,,,,,,,,,,,226.735,1.6666666666666667,,,,,South China
Payne et al,2006,Phanerozoic,Mesozoic,Triassic,Middle Triassic,Anisian,platform,outerShelf,gravityFlows,,,,26.64,106.0,1,300.0,0.0,0.0,0.0,0.3333333333333333,,0.0,,,,,0.0,0.0,,0.0,0.0,,,0.0,,1.0,,0.0,0.0,0.3333333333333333,,0.0,,,,0.0,1.3333333333333333,,3.0,0.3333333333333333,2.6666666666666665,0.0,2.6666666666666665,0.0,0.3333333333333333,0.0,0.3333333333333333,3.0,89.0,,,,,,,,,,,226.735,4.666666666666667,,,,,South China
Payne et al,2006,Phanerozoic,Mesozoic,Triassic,Middle Triassic,Anisian,platform,outerShelf,gravityFlows,,,,26.64,106.0,1,300.0,0.0,0.0,0.0,3.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,10.333333333333334,86.66666666666667,,,,,,,,,,,226.735,0.0,,,,,South China
Payne et al,2006,Phanerozoic,Mesozoic,Triassic,Middle Triassic,Ladinian,platform,innerPlatform,peritidal,,,,26.64,106.0,1,300.0,0.0,0.3333333333333333,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.0,0.3333333333333333,0.6666666666666666,,0.0,,,,0.0,1.6666666666666667,,3.0,0.3333333333333333,2.666666666666667,0.0,2.666666666666667,0.0,0.3333333333333333,0.0,0.0,59.666666666666664,37.333333333333336,,,,,,,,,,,226.735,0.0,,,,,South China
Payne et al,2006,Phanerozoic,Mesozoic,Triassic,Early Triassic,Dienerian,platform,innerPlatform,peritidal,,,,26.64,106.0,1,300.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.0,0.3333333333333333,1.3333333333333333,,0.0,,,,0.0,1.3333333333333333,,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,75.0,22.0,,,,,,,,,,,226.735,0.0,,,,,South China
Payne et al,2006,Phanerozoic,Mesozoic,Triassic,Early Triassic,Dienerian,platform,innerPlatform,peritidal,,,,26.64,106.0,1,300.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.0,0.6666666666666666,1.3333333333333333,,0.0,,,,0.0,0.0,,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,98.0,,,,,,,,,,,226.735,0.0,,,,,South China
Payne et al,2006,Phanerozoic,Mesozoic,Triassic,Middle Triassic,Ladinian,platform,outerShelf,gravityFlows,,,,26.64,106.0,1,300.0,15.666666666666666,0.0,0.0,2.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.6666666666666666,,0.0,,,,0.0,0.6666666666666666,,3.333333333333333,2.0,1.3333333333333333,0.0,1.3333333333333333,0.0,2.0,0.0,0.0,33.0,48.0,,,,,,,,,,,226.735,0.0,,,,,South China
Payne et al,2006,Phanerozoic,Mesozoic,Triassic,Middle Triassic,Anisian,platform,outerShelf,gravityFlows,,,,26.64,106.0,1,300.0,0.0,0.0,0.0,0.3333333333333333,,0.0,,,,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,,1.0,,,,0.0,2.0,,3.333333333333333,0.3333333333333333,3.0,0.0,3.0,0.0,0.3333333333333333,0.0,0.0,3.0,93.66666666666667,,,,,,,,,,,226.735,0.0,,,,,South China
Payne et al,2006,Phanerozoic,Mesozoic,Triassic,Early Triassic,Dienerian,platform,innerPlatform,peritidal,,,,26.64,106.0,1,300.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.6666666666666666,,,0.0,,0.3333333333333333,,0.0,0.0,1.0,,0.0,,,,0.0,1.3333333333333333,,3.333333333333333,0.0,3.333333333333333,0.0,3.333333333333333,0.0,0.0,0.0,17.0,28.0,51.333333333333336,,,,,,,,,,,226.735,0.0,,,,,South China
Payne et al,2006,Phanerozoic,Mesozoic,Triassic,Middle Triassic,Anisian,platform,platformMargin,reef,,,,26.64,106.0,1,300.0,0.0,0.0,0.0,1.6666666666666667,,0.0,,,,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,,1.3333333333333333,,,,0.0,0.3333333333333333,,3.3333333333333335,1.6666666666666667,1.6666666666666665,0.0,1.6666666666666665,0.0,1.6666666666666667,0.0,0.0,26.666666666666668,70.0,,,,,,,,,,,226.735,0.0,,,,,South China
Payne et al,2006,Phanerozoic,Mesozoic,Triassic,Early Triassic,Spathian,platform,outerShelf,gravityFlows,,,,26.64,106.0,1,300.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,,0.0,,0.3333333333333333,,0.0,0.0,0.6666666666666666,,2.0,,,,0.0,0.0,,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,80.66666666666667,,,,,,,,,,,226.735,10.333333333333334,,,,,South China
Payne et al,2006,Phanerozoic,Mesozoic,Triassic,Early Triassic,Spathian,platform,outerShelf,gravityFlows,,,,26.64,106.0,1,300.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,,0.0,,1.6666666666666667,,0.0,0.0,0.0,,0.3333333333333333,,,,0.0,0.3333333333333333,,2.3333333333333335,0.0,2.3333333333333335,0.0,2.3333333333333335,0.0,0.0,0.0,0.0,1.0,42.333333333333336,,,,,,,,,,,226.735,54.333333333333336,,,,,South China
Bonuso et al,2018,Phanerozoic,Mesozoic,Triassic,Middle Triassic,Ladinian,ramp,innerRamp,,,,,39.0,-117.0,1,,14.204545454545453,,5.113636363636364,,,0.0,,,,,0.0,0.0,,0.0,,,,0.0,,0.0,,0.0,3.4090909090909087,2.272727272727273,,0.0,,,0.0,0.0,,,10.795454545454547,,5.681818181818182,0.0,5.681818181818182,0.0,5.113636363636364,,,0.0,75.0,,,0.0,,,,,,,,226.735,,,,5.113636363636364,,Pangea
Bonuso et al,2020,Phanerozoic,Mesozoic,Triassic,Late Triassic,Carnian,ramp,middleRamp,reef,,,,39.0,-117.0,1,,29.181494661921707,,,5.6939501779359425,0.0,46.619217081850536,,,,,0.0,,,,1.0676156583629894,,,,,0.3558718861209964,,0.0,0.0,0.0,,0.3558718861209964,,,,,,,54.09252669039146,,48.39857651245551,0.0,48.39857651245551,0.0,5.6939501779359425,,,12.099644128113878,4.6263345195729535,0.0,,,,,,,,,,226.735,,,,5.6939501779359425,,Pangea
Bonuso et al,2018,Phanerozoic,Mesozoic,Triassic,Middle Triassic,Ladinian,ramp,middleRamp,,,,,39.0,-117.0,1,,0.0,,0.0,,,0.0,,,,,0.0,0.0,,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,100.0,,,0.0,,,,,,,,226.735,,,,0.0,,Pangea
Bonuso et al,2018,Phanerozoic,Mesozoic,Triassic,Middle Triassic,Ladinian,ramp,middleRamp,,,,,39.0,-117.0,1,,0.0,,0.0,,,0.0,,,,,0.0,0.0,,5.0228310502283104,,,,0.0,,0.0,,0.0,0.45662100456621,0.91324200913242,,1.36986301369863,,,0.0,0.0,,,7.762557077625571,,7.762557077625571,0.0,7.762557077625571,0.0,0.0,,,0.0,92.23744292237443,,,0.0,,,,,,,,226.735,,,,0.0,,Pangea
Bonuso et al,2018,Phanerozoic,Mesozoic,Triassic,Middle Triassic,Anisian,ramp,distalRamp,,,,,39.0,-117.0,1,,0.0,,0.0,,,0.0,,,,,0.0,0.0,,7.03125,,,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,7.03125,,7.03125,0.0,7.03125,0.0,0.0,,,0.0,92.96875,,,0.0,,,,,,,,226.735,,,,0.0,,Pangea
Bonuso et al,2018,Phanerozoic,Mesozoic,Triassic,Middle Triassic,Anisian,ramp,distalRamp,,,,,39.0,-117.0,1,,0.0,,0.0,,,0.0,,,,,0.0,0.0,,31.08108108108108,,,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,31.08108108108108,,31.08108108108108,0.0,31.08108108108108,0.0,0.0,,,0.0,68.91891891891892,,,0.0,,,,,,,,226.735,,,,0.0,,Pangea
Bonuso et al,2018,Phanerozoic,Mesozoic,Triassic,Middle Triassic,Anisian,ramp,distalRamp,,,,,39.0,-117.0,1,,0.0,,0.0,,,0.0,,,,,0.0,0.0,,7.211538461538461,,,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,3.3653846153846154,0.0,,,10.576923076923077,,7.211538461538461,3.3653846153846154,7.211538461538461,3.3653846153846154,0.0,,,0.0,89.42307692307693,,,0.0,,,,,,,,226.735,,,,0.0,,Pangea
Payne et al,2006,Phanerozoic,Mesozoic,Triassic,Early Triassic,Dienerian,platform,innerPlatform,peritidal,,,,26.64,106.0,1,300.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,2.3333333333333335,,0.0,,,,0.0,0.0,,2.3333333333333335,0.0,2.3333333333333335,0.0,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,97.66666666666667,,,,,,,,,,,226.735,0.0,,,,,South China
Payne et al,2006,Phanerozoic,Mesozoic,Triassic,Early Triassic,Spathian,platform,outerShelf,gravityFlows,,,,26.64,106.0,1,300.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,,2.333333333333333,,,,0.0,0.6666666666666666,,2.9999999999999996,0.0,2.9999999999999996,0.0,2.9999999999999996,0.0,0.0,0.0,20.333333333333332,17.333333333333332,59.333333333333336,,,,,,,,,,,226.735,0.0,,,,,South China
