reference,publication_year,eon,era,period,epoch,age,framework,depo_env1,depo_env2,depo_env3,paleo_lat,paleo_long,modern_lat,modern_long,numberOfSamples,NumberOfPointsPerSample,microbial,green_algae,red_algae,prob_alga,calc_alga,sponges,sponges_silica,sponges_archaeocyath,sponges_calc,pelagic_foram,foraminifera,bryozoans,graptolites,cephalopods,annelids,sclerec_corals,rugose_corals,corals,trilobite,ostracods,barnacles,brachiopods,gastropods,bivalves,molluska,echinoderm,echinoids,crinoids,radiolarians,calcispheres,unid_biota,other_metazoans,skeletal_total,alga+micro_total,animals_total,protists_total,total_animals_new,total_protists_new,total_alga_new,ooids,peloids,cement,micrite,siliciclastics,fecal_pellets,other_abiotic,Pore Space,organic_matter,Glauconite and other minerals,Vertebrate fossils,Phosphates,Glauconite,carbonate_clasts,mean_ma,Dolomite,Pyrite,Cortoids,alga_total,Anhydrite,Paleocontinents1
Akihiro Kano thesis,1990,Phanerozoic,Paleozoic,Silurian,Ludlow,,platform,platformMargin,reef,,,,57.46,18.48,1,,,,,,0.2726461938,,,,0.14411702250000002,,,1.6344178952999995,,,,,,0.14601683819999997,0.15703785900000009,0.9247219824000004,,0.13086488249999997,,,,1.5803637830999997,,,,,0.9754736393999999,,5.9656600962,0.2726461938,5.693013902399999,0.0,5.693013902399999,-0.14285714285714285,0.2726461938,,,,91.22572199999999,,,,,,,,,,,431.29999999999995,,,,,,Laurussia
Akihiro Kano thesis,1990,Phanerozoic,Paleozoic,Silurian,Ludlow,,platform,platformMargin,reef,,,,57.46,18.48,1,,,,,,3.192494,,,,,,,14.485,,0.0,,,,0.0,0.0,1.1414179999999972,,0.0,0.0,,,9.009670000000002,,,,,1.1414179999999994,,28.969999999999995,3.192494,25.777505999999995,0.0,25.777505999999995,-0.25,3.192494,,,4.1,66.93,,,,,,,,,,,431.29999999999995,,,,,,Laurussia
Akihiro Kano thesis,1990,Phanerozoic,Paleozoic,Silurian,Ludlow,,platform,platformMargin,reef,,,,57.46,18.48,1,,,,,,1.084404,,,,,,,2.011648,,0.0,,,,0.0,0.0,0.7779419999999998,,0.0,0.0,,,33.632239999999996,,,,,1.7051860000000014,,39.211420000000004,1.084404,38.127016000000005,0.0,38.127016000000005,-0.3333333333333333,1.084404,,,16.66,44.05,,,,,,,,,,,431.29999999999995,,,,,,Laurussia
Amsden,1980,Phanerozoic,Paleozoic,Silurian,Wenlock,,ramp,middleRamp,,,,,34.11,-97.2,1,,,,,,,,,,,,,0.9,,1.6,,,,,4.3,10.2,,1.7,5.9,,,11.5,,,,,24.2,0.6,60.9,0.0,60.3,0.0,60.3,-0.02564102564102564,-0.02564102564102564,,,2.8,36.3,,,,,,,,,,,431.29999999999995,,,,,,Laurentia
Akihiro Kano thesis,1990,Phanerozoic,Paleozoic,Silurian,Ludlow,,platform,platformMargin,reef,,,,57.46,18.48,1,,,,,,0.2726461938,,,,0.14411702250000002,,,1.6344178952999995,,,,,,0.14601683819999997,0.15703785900000009,0.9247219824000004,,0.13086488249999997,,,,1.5803637830999997,,,,,0.9754736393999999,,5.9656600962,0.2726461938,5.693013902399999,0.0,5.693013902399999,-0.14285714285714285,0.2726461938,,,,91.22572199999999,,,,,,,,,,,431.29999999999995,,,,,,Laurussia
Akihiro Kano thesis,1990,Phanerozoic,Paleozoic,Silurian,Ludlow,,platform,platformMargin,reef,,,,57.46,18.48,1,,,,,,0.2726461938,,,,0.14411702250000002,,,1.6344178952999995,,,,,,0.14601683819999997,0.15703785900000009,0.9247219824000004,,0.13086488249999997,,,,1.5803637830999997,,,,,0.9754736393999999,,5.9656600962,0.2726461938,5.693013902399999,0.0,5.693013902399999,-0.14285714285714285,0.2726461938,,,,91.22572199999999,,,,,,,,,,,431.29999999999995,,,,,,Laurussia
Akihiro Kano thesis,1990,Phanerozoic,Paleozoic,Silurian,Ludlow,,platform,platformMargin,reef,,,,57.46,18.48,1,,,,,,0.2726461938,,,,0.14411702250000002,,,1.6344178952999995,,,,,,0.14601683819999997,0.15703785900000009,0.9247219824000004,,0.13086488249999997,,,,1.5803637830999997,,,,,0.9754736393999999,,5.9656600962,0.2726461938,5.693013902399999,0.0,5.693013902399999,-0.14285714285714285,0.2726461938,,,,91.22572199999999,,,,,,,,,,,431.29999999999995,,,,,,Laurussia
Akihiro Kano thesis,1990,Phanerozoic,Paleozoic,Silurian,Ludlow,,platform,platformMargin,reef,,,,57.46,18.48,1,,,,,,0.2726461938,,,,0.14411702250000002,,,1.6344178952999995,,,,,,0.14601683819999997,0.15703785900000009,0.9247219824000004,,0.13086488249999997,,,,1.5803637830999997,,,,,0.9754736393999999,,5.9656600962,0.2726461938,5.693013902399999,0.0,5.693013902399999,-0.14285714285714285,0.2726461938,,,,91.22572199999999,,,,,,,,,,,431.29999999999995,,,,,,Laurussia
Akihiro Kano thesis,1990,Phanerozoic,Paleozoic,Silurian,Ludlow,,platform,platformMargin,reef,,,,57.46,18.48,1,,,,,,0.2726461938,,,,0.14411702250000002,,,1.6344178952999995,,,,,,0.14601683819999997,0.15703785900000009,0.9247219824000004,,0.13086488249999997,,,,1.5803637830999997,,,,,0.9754736393999999,,5.9656600962,0.2726461938,5.693013902399999,0.0,5.693013902399999,-0.14285714285714285,0.2726461938,,,,91.22572199999999,,,,,,,,,,,431.29999999999995,,,,,,Laurussia
Amsden,1980,Phanerozoic,Paleozoic,Silurian,Wenlock,,ramp,middleRamp,,,,,34.11,-97.2,1,,,,,,,,,,,,,0.9,,1.6,,,,,4.3,10.2,,1.7,5.9,,,11.5,,,,,24.2,0.6,60.9,0.0,60.3,0.0,60.3,-0.02564102564102564,-0.02564102564102564,,,2.8,36.3,,,,,,,,,,,431.29999999999995,,,,,,Laurentia
Amsden,1980,Phanerozoic,Paleozoic,Silurian,Wenlock,,ramp,middleRamp,,,,,34.11,-97.2,1,,,,,,,,,,,,,0.9,,1.6,,,,,4.3,10.2,,1.7,5.9,,,11.5,,,,,24.2,0.6,60.9,0.0,60.3,0.0,60.3,-0.02564102564102564,-0.02564102564102564,,,2.8,36.3,,,,,,,,,,,431.29999999999995,,,,,,Laurentia
Amsden,1978,Phanerozoic,Paleozoic,Silurian,Wenlock,,ramp,middleRamp,,,,,35.58,-94.82,1,,,,,,,,,,,,,14.91,,,,,,,1.1,0.55,,2.76,,,,29.55,,,,,14.64,,63.510000000000005,0.0,63.510000000000005,0.0,63.510000000000005,-0.047619047619047616,-0.047619047619047616,,,33.97,0.0,,,,,,,,,,,431.29999999999995,,,,,,Laurentia
Amsden,1980,Phanerozoic,Paleozoic,Silurian,Wenlock,,ramp,middleRamp,,,,,34.11,-97.2,1,,,,,,,,,,,,,0.9,,1.6,,,,,4.3,10.2,,1.7,5.9,,,11.5,,,,,24.2,0.6,60.9,0.0,60.3,0.0,60.3,-0.02564102564102564,-0.02564102564102564,,,2.8,36.3,,,,,,,,,,,431.29999999999995,,,,,,Laurentia
Amsden,1980,Phanerozoic,Paleozoic,Silurian,Wenlock,,ramp,middleRamp,,,,,34.11,-97.2,1,,,,,,,,,,,,,0.9,,1.6,,,,,4.3,10.2,,1.7,5.9,,,11.5,,,,,24.2,0.6,60.9,0.0,60.3,0.0,60.3,-0.02564102564102564,-0.02564102564102564,,,2.8,36.3,,,,,,,,,,,431.29999999999995,,,,,,Laurentia
Jaanusson,1979,Phanerozoic,Paleozoic,Silurian,Wenlock,,ramp,distalRamp,,,,,57.63,18.29,1,,,,,,0.0,,,,0.0,,,2.0845089540793427,,,,,,0.4139916429470522,0.3707645301897567,1.078743030881036,,0.3530006082048976,,,0.3424870928192435,1.7834894194846316,,,,,1.1205119261874137,,7.547497204793373,0.0,7.547497204793374,0.0,7.547497204793374,-1.0,0.0,,0.0,0.446248649280022,87.5619834710743,,,1.15395733364158,,,,,,,,431.29999999999995,,,,,,Baltica
Amsden,1980,Phanerozoic,Paleozoic,Silurian,Wenlock,,ramp,middleRamp,,,,,34.11,-97.2,1,,,,,,,,,,,,,0.9,,1.6,,,,,4.3,10.2,,1.7,5.9,,,11.5,,,,,24.2,0.6,60.9,0.0,60.3,0.0,60.3,-0.02564102564102564,-0.02564102564102564,,,2.8,36.3,,,,,,,,,,,431.29999999999995,,,,,,Laurentia
Amsden,1978,Phanerozoic,Paleozoic,Silurian,Wenlock,,ramp,middleRamp,,,,,35.58,-94.82,1,,,,,,,,,,,,,14.91,,,,,,,1.1,0.55,,2.76,,,,29.55,,,,,14.64,,63.510000000000005,0.0,63.510000000000005,0.0,63.510000000000005,-0.047619047619047616,-0.047619047619047616,,,33.97,0.0,,,,,,,,,,,431.29999999999995,,,,,,Laurentia
Amsden,1980,Phanerozoic,Paleozoic,Silurian,Wenlock,,ramp,middleRamp,,,,,34.11,-97.2,1,,,,,,,,,,,,,0.9,,1.6,,,,,4.3,10.2,,1.7,5.9,,,11.5,,,,,24.2,0.6,60.9,0.0,60.3,0.0,60.3,-0.02564102564102564,-0.02564102564102564,,,2.8,36.3,,,,,,,,,,,431.29999999999995,,,,,,Laurentia
Akihiro Kano thesis,1990,Phanerozoic,Paleozoic,Silurian,Ludlow,,platform,platformMargin,reef,,,,57.46,18.48,1,,,,,,3.192494,,,,,,,14.485,,0.0,,,,0.0,0.0,1.1414179999999972,,0.0,0.0,,,9.009670000000002,,,,,1.1414179999999994,,28.969999999999995,3.192494,25.777505999999995,0.0,25.777505999999995,-0.25,3.192494,,,4.1,66.93,,,,,,,,,,,431.29999999999995,,,,,,Laurussia
Akihiro Kano thesis,1990,Phanerozoic,Paleozoic,Silurian,Ludlow,,platform,platformMargin,reef,,,,57.46,18.48,1,,,,,,0.2726461938,,,,0.14411702250000002,,,1.6344178952999995,,,,,,0.14601683819999997,0.15703785900000009,0.9247219824000004,,0.13086488249999997,,,,1.5803637830999997,,,,,0.9754736393999999,,5.9656600962,0.2726461938,5.693013902399999,0.0,5.693013902399999,-0.14285714285714285,0.2726461938,,,,91.22572199999999,,,,,,,,,,,431.29999999999995,,,,,,Laurussia
Akihiro Kano thesis,1990,Phanerozoic,Paleozoic,Silurian,Ludlow,,platform,platformMargin,reef,,,,57.38,18.24,1,,,,,,2.756688000000001,,,,2.359892,,,1.9735380000000007,,,,,,2.359892,2.568731999999999,,,,,,,35.330507000000004,,,,,4.939065999999997,,52.288315,2.756688000000001,49.531627,0.0,49.531627,-0.5,2.756688000000001,,,37.71,11.060000000000002,,,,,,,,,,,431.29999999999995,,,,,,Laurussia
Amsden,1980,Phanerozoic,Paleozoic,Silurian,Wenlock,,ramp,middleRamp,,,,,34.11,-97.2,1,,,,,,,,,,,,,0.9,,1.6,,,,,4.3,10.2,,1.7,5.9,,,11.5,,,,,24.2,0.6,60.9,0.0,60.3,0.0,60.3,-0.02564102564102564,-0.02564102564102564,,,2.8,36.3,,,,,,,,,,,431.29999999999995,,,,,,Laurentia
Amsden,1980,Phanerozoic,Paleozoic,Silurian,Wenlock,,ramp,middleRamp,,,,,34.11,-97.2,1,,,,,,,,,,,,,0.9,,1.6,,,,,4.3,10.2,,1.7,5.9,,,11.5,,,,,24.2,0.6,60.9,0.0,60.3,0.0,60.3,-0.02564102564102564,-0.02564102564102564,,,2.8,36.3,,,,,,,,,,,431.29999999999995,,,,,,Laurentia
Amsden,1980,Phanerozoic,Paleozoic,Silurian,Wenlock,,ramp,middleRamp,,,,,34.11,-97.2,1,,,,,,,,,,,,,0.9,,1.6,,,,,4.3,10.2,,1.7,5.9,,,11.5,,,,,24.2,0.6,60.9,0.0,60.3,0.0,60.3,-0.02564102564102564,-0.02564102564102564,,,2.8,36.3,,,,,,,,,,,431.29999999999995,,,,,,Laurentia
Akihiro Kano thesis,1990,Phanerozoic,Paleozoic,Silurian,Ludlow,,platform,platformMargin,reef,,,,57.38,18.24,1,,,,,,2.756688000000001,,,,2.359892,,,1.9735380000000007,,,,,,2.359892,2.568731999999999,,,,,,,35.330507000000004,,,,,4.939065999999997,,52.288315,2.756688000000001,49.531627,0.0,49.531627,-0.5,2.756688000000001,,,37.71,11.060000000000002,,,,,,,,,,,431.29999999999995,,,,,,Laurussia
Jaanusson,1979,Phanerozoic,Paleozoic,Silurian,Llandovery,,ramp,distalRamp,,,,,57.63,18.29,1,,,,,,0.0,,,,0.0,,,5.433000122190264,,,,,,0.08356186331443302,1.0925590127132763,1.5193680447574525,,0.7264397066831824,,,0.5576361400977585,5.258729167571342,,,,,1.0129985227007285,,15.684292580028437,0.0,15.684292580028437,0.0,15.684292580028437,-1.0,0.0,,0.0,2.06886481119116,83.4710743801653,,,0.0,,,,,,,,431.29999999999995,,,,,,Baltica
Jaanusson,1979,Phanerozoic,Paleozoic,Silurian,Wenlock,,ramp,middleRamp,,,,,57.63,18.29,1,,,,,,0.0,,,,0.0,,,4.288800875576733,,,,,,0.19680064780797732,0.9719409911907636,1.0822953992975217,,1.0243178964610413,,,0.7702633067244153,5.917913975201973,,,,,2.1770640212595676,,16.429397113519993,0.0,16.42939711351999,0.0,16.42939711351999,-1.0,0.0,,8.63013698630106,7.18904237609874,66.900826446281,,,1.69046655489358,,,,,,,,431.29999999999995,,,,,,Baltica
Amsden,1980,Phanerozoic,Paleozoic,Silurian,Wenlock,,ramp,middleRamp,,,,,34.11,-97.2,1,,,,,,,,,,,,,0.9,,1.6,,,,,4.3,10.2,,1.7,5.9,,,11.5,,,,,24.2,0.6,60.9,0.0,60.3,0.0,60.3,-0.02564102564102564,-0.02564102564102564,,,2.8,36.3,,,,,,,,,,,431.29999999999995,,,,,,Laurentia
Amsden,1980,Phanerozoic,Paleozoic,Silurian,Wenlock,,ramp,middleRamp,,,,,34.11,-97.2,1,,,,,,,,,,,,,0.9,,1.6,,,,,4.3,10.2,,1.7,5.9,,,11.5,,,,,24.2,0.6,60.9,0.0,60.3,0.0,60.3,-0.02564102564102564,-0.02564102564102564,,,2.8,36.3,,,,,,,,,,,431.29999999999995,,,,,,Laurentia
Amsden,1980,Phanerozoic,Paleozoic,Silurian,Wenlock,,ramp,middleRamp,,,,,34.11,-97.2,1,,,,,,,,,,,,,0.9,,1.6,,,,,4.3,10.2,,1.7,5.9,,,11.5,,,,,24.2,0.6,60.9,0.0,60.3,0.0,60.3,-0.02564102564102564,-0.02564102564102564,,,2.8,36.3,,,,,,,,,,,431.29999999999995,,,,,,Laurentia
Jaanusson,1979,Phanerozoic,Paleozoic,Silurian,Wenlock,,ramp,innerRamp,,,,,57.63,18.29,1,,,,,,0.0,,,,0.0,,,1.7260591808216035,,,,,,0.09055925465425632,0.42933686675789945,1.6984018903221687,,0.5317749197166993,,,1.4903036732621644,3.563466941931072,,,,,2.541205559215098,,12.07110828668096,0.0,12.07110828668096,0.0,12.07110828668096,-1.0,0.0,,31.6438356164379,51.1893928331532,5.78512396694219,,,0.0,,,,,,,,431.29999999999995,,,,,,Baltica
Jaanusson,1979,Phanerozoic,Paleozoic,Silurian,Wenlock,,ramp,distalRamp,,,,,57.63,18.29,1,,,,,,0.0,,,,0.0,,,2.5709931281684497,,,,,,0.28656313955538903,0.39649196838859946,0.5176755418690417,,0.4705618965491054,,,0.3004059220378742,1.8218032609494161,,,,,1.4364963705199452,,7.80099122803782,0.0,7.80099122803782,0.0,7.80099122803782,-1.0,0.0,,0.0,2.15939955024668,92.5619834710743,,,0.0,,,,,,,,431.29999999999995,,,,,,Baltica
Jaanusson,1979,Phanerozoic,Paleozoic,Silurian,Wenlock,,ramp,innerRamp,,,,,57.63,18.29,1,,,,,,0.40767124634073404,,,,0.0,,,2.272534891464547,,,,,,0.0,0.6857738493459238,1.6516729351505723,,1.1214551620497815,,,1.8413675236445741,4.636208879761118,,,,,2.541787215220249,,15.1584717029775,0.40767124634073404,14.750800456636766,0.0,14.750800456636766,-1.0,0.40767124634073404,,37.3972602739721,41.4454017113986,3.30578512396701,,,3.75209573914486,,,,,,,,431.29999999999995,,,,,,Baltica
Akihiro Kano thesis,1990,Phanerozoic,Paleozoic,Silurian,Ludlow,,platform,platformMargin,reef,,,,57.46,18.48,1,,,,,,1.084404,,,,,,,2.011648,,0.0,,,,0.0,0.0,0.7779419999999998,,0.0,0.0,,,33.632239999999996,,,,,1.7051860000000014,,39.211420000000004,1.084404,38.127016000000005,0.0,38.127016000000005,-0.3333333333333333,1.084404,,,16.66,44.05,,,,,,,,,,,431.29999999999995,,,,,,Laurussia
Akihiro Kano thesis,1990,Phanerozoic,Paleozoic,Silurian,Ludlow,,platform,platformMargin,reef,,,,57.46,18.48,1,,,,,,1.084404,,,,,,,2.011648,,0.0,,,,0.0,0.0,0.7779419999999998,,0.0,0.0,,,33.632239999999996,,,,,1.7051860000000014,,39.211420000000004,1.084404,38.127016000000005,0.0,38.127016000000005,-0.3333333333333333,1.084404,,,16.66,44.05,,,,,,,,,,,431.29999999999995,,,,,,Laurussia
Amsden,1980,Phanerozoic,Paleozoic,Silurian,Wenlock,,ramp,middleRamp,,,,,34.11,-97.2,1,,,,,,,,,,,,,0.9,,1.6,,,,,4.3,10.2,,1.7,5.9,,,11.5,,,,,24.2,0.6,60.9,0.0,60.3,0.0,60.3,-0.02564102564102564,-0.02564102564102564,,,2.8,36.3,,,,,,,,,,,431.29999999999995,,,,,,Laurentia
Akihiro Kano thesis,1990,Phanerozoic,Paleozoic,Silurian,Ludlow,,platform,platformMargin,reef,,,,57.46,18.48,1,,,,,,3.192494,,,,,,,14.485,,0.0,,,,0.0,0.0,1.1414179999999972,,0.0,0.0,,,9.009670000000002,,,,,1.1414179999999994,,28.969999999999995,3.192494,25.777505999999995,0.0,25.777505999999995,-0.25,3.192494,,,4.1,66.93,,,,,,,,,,,431.29999999999995,,,,,,Laurussia
Akihiro Kano thesis,1990,Phanerozoic,Paleozoic,Silurian,Ludlow,,platform,platformMargin,reef,,,,57.46,18.48,1,,,,,,3.192494,,,,,,,14.485,,0.0,,,,0.0,0.0,1.1414179999999972,,0.0,0.0,,,9.009670000000002,,,,,1.1414179999999994,,28.969999999999995,3.192494,25.777505999999995,0.0,25.777505999999995,-0.25,3.192494,,,4.1,66.93,,,,,,,,,,,431.29999999999995,,,,,,Laurussia
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,distalRamp,,,,,42.65,-73.75,1,,,,,,,,,,0.0,,,3.19124182065686,,,,,,,0.991773054674341,0.1294474273731977,,3.0402324609365916,,,,0.5821721733708368,,,,,2.7384412413684096,,10.673308178380237,0.0,10.673308178380237,0.0,10.673308178380237,-0.125,-0.125,,,2.0867803885776937,29.217340894857003,57.91363368938278,,,,,,,,,,389.04999999999995,,,,,,Laurussia
Pellegrini et al,2012,Phanerozoic,Paleozoic,Devonian,Early Devonian,,ramp,innerRamp,,,,,44.0,99.0,1,300.0,,,,,,,,,0.0,,,1.0,,,,,,0.0,,0.0,,0.3,,,,,,,,,0.0,,1.3,0.0,1.3,0.0,1.3,-1.0,-1.0,,,,97.7,,,,,,,,,,,389.04999999999995,,,,,,Amuria
Pellegrini et al,2012,Phanerozoic,Paleozoic,Devonian,Early Devonian,,ramp,innerRamp,,,,,44.0,99.0,1,300.0,,,,,,,,,0.0,,,0.7,,,,,,0.0,,0.7,,0.3,0.3,,,,,1.3,,,0.0,,3.3,0.0,3.3,0.0,3.3,-1.0,-1.0,,,,97.0,,,,,,,,,,,389.04999999999995,,,,,,Amuria
Pellegrini et al,2012,Phanerozoic,Paleozoic,Devonian,Early Devonian,,ramp,innerRamp,,,,,44.0,99.0,1,300.0,,,,,,,,,0.0,,,2.0,,,,,,0.0,,0.0,,0.7,,,,,,5.0,,,5.7,,13.4,0.0,13.4,0.0,13.4,-1.0,-1.0,,,,86.7,,,,,,,,,,,389.04999999999995,,,,,,Amuria
Pellegrini et al,2012,Phanerozoic,Paleozoic,Devonian,Early Devonian,,ramp,innerRamp,,,,,44.0,99.0,1,300.0,,,,,,,,,0.0,,,0.0,,,,,,0.3,,0.0,,0.0,,,,,,5.3,,,0.0,,5.6,0.0,5.6,0.0,5.6,-1.0,-1.0,,,,94.3,,,,,,,,,,,389.04999999999995,,,,,,Amuria
Pellegrini et al,2012,Phanerozoic,Paleozoic,Devonian,Early Devonian,,ramp,innerRamp,,,,,44.0,99.0,1,300.0,,,,,,,,,0.0,,,0.3,,,,,,15.7,,0.0,,0.0,,,,,,0.7,,,0.0,,16.7,0.0,16.7,0.0,16.7,-1.0,-1.0,,,,83.3,,,,,,,,,,,389.04999999999995,,,,,,Amuria
Pellegrini et al,2012,Phanerozoic,Paleozoic,Devonian,Early Devonian,,ramp,innerRamp,,,,,44.0,99.0,1,300.0,,,,,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,,,,,3.0,,,11.0,,14.0,0.0,14.0,0.0,14.0,-1.0,-1.0,,,,86.0,,,,,,,,,,,389.04999999999995,,,,,,Amuria
Pellegrini et al,2012,Phanerozoic,Paleozoic,Devonian,Early Devonian,,ramp,innerRamp,,,,,44.0,99.0,1,300.0,,,,,,,,,0.0,,,10.0,,,,,,4.7,,0.0,,0.0,,,,,,,,,0.0,,14.7,0.0,14.7,0.0,14.7,-1.0,-1.0,,,,85.3,,,,,,,,,,,389.04999999999995,,,,,,Amuria
Weiner et al,2018,Phanerozoic,Paleozoic,Devonian,Late Devonian,Famennian,ramp,innerRamp,,,,,49.7,16.9,1,,0.0,,,,0.0,,,,,,0.0,,,,,,,0.0,,0.6666666666666666,,0.0,,,0.0,0.0,,,,,0.3333333333333333,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,12.666666666666664,53.333333333333336,0.0,,,33.0,,,,0.0,,,,389.04999999999995,,,,,,Laurussia
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,distalRamp,,,,,42.65,-73.75,1,,,,,,,,,,0.0,,,3.19124182065686,,,,,,,0.991773054674341,0.1294474273731977,,3.0402324609365916,,,,0.5821721733708368,,,,,2.7384412413684096,,10.673308178380237,0.0,10.673308178380237,0.0,10.673308178380237,-0.125,-0.125,,,2.0867803885776937,29.217340894857003,57.91363368938278,,,,,,,,,,389.04999999999995,,,,,,Laurussia
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,distalRamp,,,,,42.65,-73.75,1,,,,,,,,,,1.6543447076305124,,,4.485627810702849,,,,,,,0.9225529212258091,0.2543854742160129,,2.767994413768035,,,,1.049801600015585,,,,,4.675605761979141,,15.810312689537943,0.0,15.810312689537945,0.0,15.810312689537943,-0.025,-0.025,,,2.435296005355397,41.2181828533767,39.99993098700652,,,,,,,,,,389.04999999999995,,,,,,Laurussia
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,middleRamp,,,,,43.04,76.14,1,,,,,,,,,,0.0,,,2.067277187405251,,,,,,,0.3979406023744165,0.6359777059034305,,3.340631172088352,,,,22.50900482230977,,,,,10.339462797353715,,39.29029428743493,0.0,39.29029428743493,0.0,39.29029428743493,-0.1,-0.1,,,11.826239085163799,38.43454376372707,1.9999965493503469,8.3472940867942,,,,,,,,,389.04999999999995,,,,,,Laurussia
Weiner et al,2018,Phanerozoic,Paleozoic,Devonian,Late Devonian,Famennian,ramp,innerRamp,,,,,49.7,16.9,1,,0.0,,,,0.0,,,,,,0.0,,,,,,,0.0,,0.0,,0.0,,,0.0,0.0,,,,,2.0,,2.0,0.0,2.0,0.0,2.0,0.0,0.0,,1.3333333333333333,27.666666666666668,28.666666666666668,,,40.333333333333336,,,,0.0,,,,389.04999999999995,,,,,,Laurussia
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,middleRamp,,,,,43.04,76.14,1,,,,,,,,,,0.0,,,2.5640699948581744,,,,,,,0.887562690527832,1.9727083741665965,,4.138837665521268,,,,15.878204032096352,,,,,23.08009835032612,,48.52148110749634,0.0,48.52148110749634,0.0,48.52148110749634,-0.1111111111111111,-0.1111111111111111,,,23.13160260248,13.04293815918184,2.260865664482975,12.6949401398548,,,,,,,,,389.04999999999995,,,,,,Laurussia
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,distalRamp,,,,,42.65,-73.75,1,,,,,,,,,,1.6543447076305124,,,4.485627810702849,,,,,,,0.9225529212258091,0.2543854742160129,,2.767994413768035,,,,1.049801600015585,,,,,4.675605761979141,,15.810312689537943,0.0,15.810312689537945,0.0,15.810312689537943,-0.025,-0.025,,,2.435296005355397,41.2181828533767,39.99993098700652,,,,,,,,,,389.04999999999995,,,,,,Laurussia
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,distalRamp,,,,,42.65,-73.75,1,,,,,,,,,,1.6543447076305124,,,4.485627810702849,,,,,,,0.9225529212258091,0.2543854742160129,,2.767994413768035,,,,1.049801600015585,,,,,4.675605761979141,,15.810312689537943,0.0,15.810312689537945,0.0,15.810312689537943,-0.025,-0.025,,,2.435296005355397,41.2181828533767,39.99993098700652,,,,,,,,,,389.04999999999995,,,,,,Laurussia
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,distalRamp,,,,,42.65,-73.75,1,,,,,,,,,,1.6543447076305124,,,4.485627810702849,,,,,,,0.9225529212258091,0.2543854742160129,,2.767994413768035,,,,1.049801600015585,,,,,4.675605761979141,,15.810312689537943,0.0,15.810312689537945,0.0,15.810312689537943,-0.025,-0.025,,,2.435296005355397,41.2181828533767,39.99993098700652,,,,,,,,,,389.04999999999995,,,,,,Laurussia
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,distalRamp,,,,,42.65,-73.75,1,,,,,,,,,,1.6543447076305124,,,4.485627810702849,,,,,,,0.9225529212258091,0.2543854742160129,,2.767994413768035,,,,1.049801600015585,,,,,4.675605761979141,,15.810312689537943,0.0,15.810312689537945,0.0,15.810312689537943,-0.025,-0.025,,,2.435296005355397,41.2181828533767,39.99993098700652,,,,,,,,,,389.04999999999995,,,,,,Laurussia
Kelsey McGhee thesis,2017,Phanerozoic,Paleozoic,Devonian,Middle Devonian,Eifelian,ramp,distalRamp,,,,,41.57,-74.15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.333333333333333,6.333333333333333,0.0,0.0,0.0,-1.0,-1.0,-1.0,,,0.0,41.333333333333336,51.333333333333336,,0.0,0.3333333333333333,,,,,,,389.04999999999995,0.0,,,,,Laurentia
Kelsey McGhee thesis,2017,Phanerozoic,Paleozoic,Devonian,Middle Devonian,Eifelian,ramp,distalRamp,,,,,41.57,-74.15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,,,10.333333333333334,75.66666666666667,8.0,,0.0,0.6666666666666666,,,,,,,389.04999999999995,0.0,,,,,Laurentia
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,distalRamp,,,,,42.65,-73.75,1,,,,,,,,,,1.6543447076305124,,,4.485627810702849,,,,,,,0.9225529212258091,0.2543854742160129,,2.767994413768035,,,,1.049801600015585,,,,,4.675605761979141,,15.810312689537943,0.0,15.810312689537945,0.0,15.810312689537943,-0.025,-0.025,,,2.435296005355397,41.2181828533767,39.99993098700652,,,,,,,,,,389.04999999999995,,,,,,Laurussia
Pellegrini et al,2012,Phanerozoic,Paleozoic,Devonian,Early Devonian,,ramp,innerRamp,,,,,44.0,99.0,1,300.0,,,,,,,,,0.0,,,4.7,,,,,,9.6,,1.0,,2.3,,,,,,2.0,,,0.3,,19.900000000000002,0.0,19.9,0.0,19.9,-1.0,-1.0,,,,80.0,,,,,,,,,,,389.04999999999995,,,,,,Amuria
