reference,publication_year,eon,era,period,epoch,age,framework,depo_env1,depo_env2,depo_env3,paleo_lat,paleo_long,modern_lat,modern_long,numberOfSamples,NumberOfPointsPerSample,microbial,green_algae,red_algae,prob_alga,calc_alga,sponges,sponges_silica,sponges_archaeocyath,sponges_calc,pelagic_foram,foraminifera,bryozoans,graptolites,cephalopods,annelids,sclerec_corals,rugose_corals,corals,trilobite,ostracods,barnacles,brachiopods,gastropods,bivalves,molluska,echinoderm,echinoids,crinoids,radiolarians,calcispheres,unid_biota,other_metazoans,skeletal_total,alga.micro_total,animals_total,protists_total,total_animals_new,total_protists_new,total_alga_new,ooids,peloids,cement,micrite,siliciclastics,fecal_pellets,other_abiotic,Pore.Space,organic_matter,Glauconite.and.other.minerals,Vertebrate.fossils,Phosphates,Glauconite,carbonate_clasts,mean_ma,Dolomite,Pyrite,Cortoids,alga_total,Anhydrite,Paleocontinents1,paleo_geography
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,distalRamp,,,-42.6913,-22.5903,42.65,-73.75,1,,,,,,,,,,1.65434470763051,,,4.48562781070285,,,,,,,0.922552921225809,0.254385474216013,,2.76799441376803,,,,1.04980160001558,,,,,4.67560576197914,,15.8103126895379,0.0,15.8103126895379,0.0,15.8103126895379,-0.025,-0.025,,,2.4352960053554,41.2181828533767,39.9999309870065,,,,,,,,,,406.25,,,,,,Laurussia,Extra-tropics
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,distalRamp,,,-42.6913,-22.5903,42.65,-73.75,1,,,,,,,,,,1.65434470763051,,,4.48562781070285,,,,,,,0.922552921225809,0.254385474216013,,2.76799441376803,,,,1.04980160001558,,,,,4.67560576197914,,15.8103126895379,0.0,15.8103126895379,0.0,15.8103126895379,-0.025,-0.025,,,2.4352960053554,41.2181828533767,39.9999309870065,,,,,,,,,,406.25,,,,,,Laurussia,Extra-tropics
Pellegrini et al,2012,Phanerozoic,Paleozoic,Devonian,Early Devonian,,ramp,innerRamp,,,38.3276,30.5862,44.0,99.0,1,300.0,,,,,,,,,0.0,,,1.0,,,,,,0.0,,0.0,,0.3,,,,,,,,,0.0,,1.3,0.0,1.3,0.0,1.3,-1.0,-1.0,,,,97.7,,,,,,,,,,,406.25,,,,,,Amuria,Extra-tropics
Pellegrini et al,2012,Phanerozoic,Paleozoic,Devonian,Early Devonian,,ramp,innerRamp,,,38.3276,30.5862,44.0,99.0,1,300.0,,,,,,,,,0.0,,,0.7,,,,,,0.0,,0.7,,0.3,0.3,,,,,1.3,,,0.0,,3.3,0.0,3.3,0.0,3.3,-1.0,-1.0,,,,97.0,,,,,,,,,,,406.25,,,,,,Amuria,Extra-tropics
Pellegrini et al,2012,Phanerozoic,Paleozoic,Devonian,Early Devonian,,ramp,innerRamp,,,38.3276,30.5862,44.0,99.0,1,300.0,,,,,,,,,0.0,,,0.0,,,,,,0.3,,0.0,,0.0,,,,,,5.3,,,0.0,,5.6,0.0,5.6,0.0,5.6,-1.0,-1.0,,,,94.3,,,,,,,,,,,406.25,,,,,,Amuria,Extra-tropics
Pellegrini et al,2012,Phanerozoic,Paleozoic,Devonian,Early Devonian,,ramp,innerRamp,,,38.3276,30.5862,44.0,99.0,1,300.0,,,,,,,,,0.0,,,2.0,,,,,,0.0,,0.0,,0.7,,,,,,5.0,,,5.7,,13.4,0.0,13.4,0.0,13.4,-1.0,-1.0,,,,86.7,,,,,,,,,,,406.25,,,,,,Amuria,Extra-tropics
Pellegrini et al,2012,Phanerozoic,Paleozoic,Devonian,Early Devonian,,ramp,innerRamp,,,38.3276,30.5862,44.0,99.0,1,300.0,,,,,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,,,,,3.0,,,11.0,,14.0,0.0,14.0,0.0,14.0,-1.0,-1.0,,,,86.0,,,,,,,,,,,406.25,,,,,,Amuria,Extra-tropics
Pellegrini et al,2012,Phanerozoic,Paleozoic,Devonian,Early Devonian,,ramp,innerRamp,,,38.3276,30.5862,44.0,99.0,1,300.0,,,,,,,,,0.0,,,0.3,,,,,,15.7,,0.0,,0.0,,,,,,0.7,,,0.0,,16.7,0.0,16.7,0.0,16.7,-1.0,-1.0,,,,83.3,,,,,,,,,,,406.25,,,,,,Amuria,Extra-tropics
Pellegrini et al,2012,Phanerozoic,Paleozoic,Devonian,Early Devonian,,ramp,innerRamp,,,38.3276,30.5862,44.0,99.0,1,300.0,,,,,,,,,0.0,,,2.3,,,,,,0.0,,0.3,,0.0,7.7,,,,,2.0,,,5.0,,17.3,0.0,17.3,0.0,17.3,-1.0,-1.0,,,,79.0,,,3.0,,,,,,,,406.25,,,,,,Amuria,Extra-tropics
Pellegrini et al,2012,Phanerozoic,Paleozoic,Devonian,Early Devonian,,ramp,innerRamp,,,38.3276,30.5862,44.0,99.0,1,300.0,,,,,,,,,0.0,,,4.7,,,,,,9.6,,1.0,,2.3,,,,,,2.0,,,0.3,,19.9,0.0,19.9,0.0,19.9,-1.0,-1.0,,,,80.0,,,,,,,,,,,406.25,,,,,,Amuria,Extra-tropics
Pellegrini et al,2012,Phanerozoic,Paleozoic,Devonian,Early Devonian,,ramp,innerRamp,,,38.3276,30.5862,44.0,99.0,1,300.0,,,,,,,,,1.7,,,10.7,,,,,,9.4,,0.0,,0.0,,,,,,,,,0.0,,21.8,0.0,21.8,0.0,21.8,-1.0,-1.0,,,,78.3,,,,,,,,,,,406.25,,,,,,Amuria,Extra-tropics
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,distalRamp,,,-42.6913,-22.5903,42.65,-73.75,1,,,,,,,,,,1.65434470763051,,,4.48562781070285,,,,,,,0.922552921225809,0.254385474216013,,2.76799441376803,,,,1.04980160001558,,,,,4.67560576197914,,15.8103126895379,0.0,15.8103126895379,0.0,15.8103126895379,-0.025,-0.025,,,2.4352960053554,41.2181828533767,39.9999309870065,,,,,,,,,,406.25,,,,,,Laurussia,Extra-tropics
Pellegrini et al,2012,Phanerozoic,Paleozoic,Devonian,Early Devonian,,ramp,innerRamp,,,38.3276,30.5862,44.0,99.0,1,300.0,,,,,,,,,0.0,,,20.0,,,,,,0.0,,0.0,,0.0,1.3,,,,,0.0,,,1.7,,23.0,0.0,23.0,0.0,23.0,-1.0,-1.0,,,,64.7,,,12.3,,,,,,,,406.25,,,,,,Amuria,Extra-tropics
Pellegrini et al,2012,Phanerozoic,Paleozoic,Devonian,Early Devonian,,ramp,innerRamp,,,38.3276,30.5862,44.0,99.0,1,300.0,,,,,,,,,19.9,,,8.8,,,,,,2.6,,0.0,,1.2,,,,,,2.6,,,2.6,,37.7,0.0,37.7,0.0,37.7,-1.0,-1.0,,,,62.4,,,,,,,,,,,406.25,,,,,,Amuria,Extra-tropics
Pellegrini et al,2012,Phanerozoic,Paleozoic,Devonian,Early Devonian,,ramp,innerRamp,,,38.3276,30.5862,44.0,99.0,1,300.0,,,,,,,,,3.3,,,0.0,,,,,,45.0,,0.0,,0.0,,,,,,,,,0.0,,48.3,0.0,48.3,0.0,48.3,-1.0,-1.0,,,,51.7,,,,,,,,,,,406.25,,,,,,Amuria,Extra-tropics
Pellegrini et al,2012,Phanerozoic,Paleozoic,Devonian,Early Devonian,,ramp,innerRamp,,,38.3276,30.5862,44.0,99.0,1,300.0,,,,,,,,,50.0,,,0.0,,,,,,0.0,,0.0,,0.0,,,,,,,,,0.0,,50.0,0.0,50.0,0.0,50.0,-1.0,-1.0,,,,50.0,,,,,,,,,,,406.25,,,,,,Amuria,Extra-tropics
Pellegrini et al,2012,Phanerozoic,Paleozoic,Devonian,Early Devonian,,ramp,innerRamp,,,38.3276,30.5862,44.0,99.0,1,300.0,,,,,,,,,50.3,,,0.7,,,,,,15.3,,0.0,,0.0,,,,,,,,,1.7,,68.0,0.0,68.0,0.0,68.0,-1.0,-1.0,,,,32.0,,,,,,,,,,,406.25,,,,,,Amuria,Extra-tropics
Pellegrini et al,2012,Phanerozoic,Paleozoic,Devonian,Early Devonian,,ramp,innerRamp,,,38.3276,30.5862,44.0,99.0,1,300.0,,,,,,,,,69.6,,,0.0,,,,,,0.0,,0.0,,0.0,,,,,,,,,1.0,,70.6,0.0,70.6,0.0,70.6,-1.0,-1.0,,,,28.7,,,,,,,,,,,406.25,,,,,,Amuria,Extra-tropics
Pellegrini et al,2012,Phanerozoic,Paleozoic,Devonian,Early Devonian,,ramp,innerRamp,,,38.3276,30.5862,44.0,99.0,1,300.0,,,,,,,,,72.0,,,0.0,,,,,,0.0,,0.0,,0.0,,,,,,0.3,,,0.0,,72.3,0.0,72.3,0.0,72.3,-1.0,-1.0,,,,27.7,,,,,,,,,,,406.25,,,,,,Amuria,Extra-tropics
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,middleRamp,,,11.3364,48.8184,43.04,76.14,1,,,,,,,,,,0.0,,,2.06727718740525,,,,,,,0.397940602374416,0.635977705903431,,3.34063117208835,,,,22.5090048223098,,,,,10.3394627973537,,39.2902942874349,0.0,39.2902942874349,0.0,39.2902942874349,-0.1,-0.1,,,11.8262390851638,38.4345437637271,1.99999654935035,8.3472940867942,,,,,,,,,406.25,,,,,,Laurussia,Tropics
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,distalRamp,,,-42.6913,-22.5903,42.65,-73.75,1,,,,,,,,,,1.65434470763051,,,4.48562781070285,,,,,,,0.922552921225809,0.254385474216013,,2.76799441376803,,,,1.04980160001558,,,,,4.67560576197914,,15.8103126895379,0.0,15.8103126895379,0.0,15.8103126895379,-0.025,-0.025,,,2.4352960053554,41.2181828533767,39.9999309870065,,,,,,,,,,406.25,,,,,,Laurussia,Extra-tropics
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,distalRamp,,,-42.6913,-22.5903,42.65,-73.75,1,,,,,,,,,,1.65434470763051,,,4.48562781070285,,,,,,,0.922552921225809,0.254385474216013,,2.76799441376803,,,,1.04980160001558,,,,,4.67560576197914,,15.8103126895379,0.0,15.8103126895379,0.0,15.8103126895379,-0.025,-0.025,,,2.4352960053554,41.2181828533767,39.9999309870065,,,,,,,,,,406.25,,,,,,Laurussia,Extra-tropics
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,distalRamp,,,-42.6913,-22.5903,42.65,-73.75,1,,,,,,,,,,1.65434470763051,,,4.48562781070285,,,,,,,0.922552921225809,0.254385474216013,,2.76799441376803,,,,1.04980160001558,,,,,4.67560576197914,,15.8103126895379,0.0,15.8103126895379,0.0,15.8103126895379,-0.025,-0.025,,,2.4352960053554,41.2181828533767,39.9999309870065,,,,,,,,,,406.25,,,,,,Laurussia,Extra-tropics
Ferretti,1989,Phanerozoic,Paleozoic,Devonian,Early Devonian,,ramp,innerRamp,,,-47.8668,45.1052,39.0,8.5,1,300.0,,,,,,,,,,,,,0.0,3.1,,,,,,0.0,,,0.0,0.0,,,,0.0,0.0,,0.0,,3.1,0.0,3.1,0.0,3.1,0.0,-1.0,,,,,,,,,,,,,,,406.25,,,,,,Terrane,Extra-tropics
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,distalRamp,,,-42.6913,-22.5903,42.65,-73.75,1,,,,,,,,,,1.65434470763051,,,4.48562781070285,,,,,,,0.922552921225809,0.254385474216013,,2.76799441376803,,,,1.04980160001558,,,,,4.67560576197914,,15.8103126895379,0.0,15.8103126895379,0.0,15.8103126895379,-0.025,-0.025,,,2.4352960053554,41.2181828533767,39.9999309870065,,,,,,,,,,406.25,,,,,,Laurussia,Extra-tropics
Ferretti,1989,Phanerozoic,Paleozoic,Devonian,Early Devonian,,ramp,innerRamp,,,-47.8668,45.1052,39.0,8.5,1,300.0,,,,,,,,,,,,,0.0,1.0,,,,,,0.8,,,0.0,0.6,,,,0.5,1.9,,6.8,,11.6,0.0,9.7,1.9,9.7,1.9,-1.0,,,,,,,,,,,,,,,406.25,,,,,,Terrane,Extra-tropics
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,distalRamp,,,-42.6913,-22.5903,42.65,-73.75,1,,,,,,,,,,0.0,,,6.02418873080293,,,,,,,1.57122043608333,0.611149581385774,,3.31797621500312,,,,14.0573615485997,,,,,17.5490307529868,,43.1309272648617,0.0,43.1309272648616,0.0,43.1309272648616,-0.2,-0.2,,,4.1739058421224,47.4783514866261,5.21720977016947,,,,,,,,,,406.25,,,,,,Laurussia,Extra-tropics
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,innerRamp,,,11.3364,48.8184,43.04,76.14,1,,,,,,,,,,16.5291525262741,,,1.23784686978265,,,,,,,0.655330695767332,1.0919617376912,,0.801215827858797,,,,2.40313530640108,,,,,13.0345676593569,,35.753210623132,0.0,35.753210623132,0.0,35.753210623132,-0.25,-0.25,,,20.1742233018922,6.78242446096537,1.82608380592856,31.1303810724964,3.4782548684353,,,,,,,,406.25,,,,,,Laurussia,Tropics
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,distalRamp,,,-42.6913,-22.5903,42.65,-73.75,1,,,,,,,,,,1.65434470763051,,,4.48562781070285,,,,,,,0.922552921225809,0.254385474216013,,2.76799441376803,,,,1.04980160001558,,,,,4.67560576197914,,15.8103126895379,0.0,15.8103126895379,0.0,15.8103126895379,-0.025,-0.025,,,2.4352960053554,41.2181828533767,39.9999309870065,,,,,,,,,,406.25,,,,,,Laurussia,Extra-tropics
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,distalRamp,,,-42.6913,-22.5903,42.65,-73.75,1,,,,,,,,,,1.65434470763051,,,4.48562781070285,,,,,,,0.922552921225809,0.254385474216013,,2.76799441376803,,,,1.04980160001558,,,,,4.67560576197914,,15.8103126895379,0.0,15.8103126895379,0.0,15.8103126895379,-0.025,-0.025,,,2.4352960053554,41.2181828533767,39.9999309870065,,,,,,,,,,406.25,,,,,,Laurussia,Extra-tropics
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,distalRamp,,,-42.6913,-22.5903,42.65,-73.75,1,,,,,,,,,,1.65434470763051,,,4.48562781070285,,,,,,,0.922552921225809,0.254385474216013,,2.76799441376803,,,,1.04980160001558,,,,,4.67560576197914,,15.8103126895379,0.0,15.8103126895379,0.0,15.8103126895379,-0.025,-0.025,,,2.4352960053554,41.2181828533767,39.9999309870065,,,,,,,,,,406.25,,,,,,Laurussia,Extra-tropics
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,distalRamp,,,-42.6913,-22.5903,42.65,-73.75,1,,,,,,,,,,0.0,,,6.02418873080293,,,,,,,1.57122043608333,0.611149581385774,,3.31797621500312,,,,14.0573615485997,,,,,17.5490307529868,,43.1309272648617,0.0,43.1309272648616,0.0,43.1309272648616,-0.2,-0.2,,,4.1739058421224,47.4783514866261,5.21720977016947,,,,,,,,,,406.25,,,,,,Laurussia,Extra-tropics
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,distalRamp,,,-42.6913,-22.5903,42.65,-73.75,1,,,,,,,,,,0.0,,,6.02418873080293,,,,,,,1.57122043608333,0.611149581385774,,3.31797621500312,,,,14.0573615485997,,,,,17.5490307529868,,43.1309272648617,0.0,43.1309272648616,0.0,43.1309272648616,-0.2,-0.2,,,4.1739058421224,47.4783514866261,5.21720977016947,,,,,,,,,,406.25,,,,,,Laurussia,Extra-tropics
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,distalRamp,,,-42.6913,-22.5903,42.65,-73.75,1,,,,,,,,,,0.0,,,6.02418873080293,,,,,,,1.57122043608333,0.611149581385774,,3.31797621500312,,,,14.0573615485997,,,,,17.5490307529868,,43.1309272648617,0.0,43.1309272648616,0.0,43.1309272648616,-0.2,-0.2,,,4.1739058421224,47.4783514866261,5.21720977016947,,,,,,,,,,406.25,,,,,,Laurussia,Extra-tropics
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,distalRamp,,,-42.6913,-22.5903,42.65,-73.75,1,,,,,,,,,,0.0,,,4.78011343182757,,,,,,,1.03945172291652,0.554244300451801,,1.66224558221671,,,,13.5802036589164,,,,,12.7481062295303,,34.3643649258593,0.0,34.3643649258593,0.0,34.3643649258593,-0.166666666666667,-0.166666666666667,,,3.30416959253,40.3475839413666,19.8260527500814,2.08712545354479,,,,,,,,,406.25,,,,,,Laurussia,Extra-tropics
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,distalRamp,,,-42.6913,-22.5903,42.65,-73.75,1,,,,,,,,,,0.0,,,4.78011343182757,,,,,,,1.03945172291652,0.554244300451801,,1.66224558221671,,,,13.5802036589164,,,,,12.7481062295303,,34.3643649258593,0.0,34.3643649258593,0.0,34.3643649258593,-0.166666666666667,-0.166666666666667,,,3.30416959253,40.3475839413666,19.8260527500814,2.08712545354479,,,,,,,,,406.25,,,,,,Laurussia,Extra-tropics
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,distalRamp,,,-42.6913,-22.5903,42.65,-73.75,1,,,,,,,,,,0.0,,,4.78011343182757,,,,,,,1.03945172291652,0.554244300451801,,1.66224558221671,,,,13.5802036589164,,,,,12.7481062295303,,34.3643649258593,0.0,34.3643649258593,0.0,34.3643649258593,-0.166666666666667,-0.166666666666667,,,3.30416959253,40.3475839413666,19.8260527500814,2.08712545354479,,,,,,,,,406.25,,,,,,Laurussia,Extra-tropics
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,distalRamp,,,-42.6913,-22.5903,42.65,-73.75,1,,,,,,,,,,0.0,,,4.78011343182757,,,,,,,1.03945172291652,0.554244300451801,,1.66224558221671,,,,13.5802036589164,,,,,12.7481062295303,,34.3643649258593,0.0,34.3643649258593,0.0,34.3643649258593,-0.166666666666667,-0.166666666666667,,,3.30416959253,40.3475839413666,19.8260527500814,2.08712545354479,,,,,,,,,406.25,,,,,,Laurussia,Extra-tropics
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,distalRamp,,,-42.6913,-22.5903,42.65,-73.75,1,,,,,,,,,,0.0,,,3.19124182065686,,,,,,,0.991773054674341,0.129447427373198,,3.04023246093659,,,,0.582172173370837,,,,,2.73844124136841,,10.6733081783802,0.0,10.6733081783802,0.0,10.6733081783802,-0.125,-0.125,,,2.08678038857769,29.217340894857,57.9136336893828,,,,,,,,,,406.25,,,,,,Laurussia,Extra-tropics
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,innerRamp,,,11.3364,48.8184,43.04,76.14,1,,,,,,,,,,16.5291525262741,,,1.23784686978265,,,,,,,0.655330695767332,1.0919617376912,,0.801215827858797,,,,2.40313530640108,,,,,13.0345676593569,,35.753210623132,0.0,35.753210623132,0.0,35.753210623132,-0.25,-0.25,,,20.1742233018922,6.78242446096537,1.82608380592856,31.1303810724964,3.4782548684353,,,,,,,,406.25,,,,,,Laurussia,Tropics
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,distalRamp,,,-42.6913,-22.5903,42.65,-73.75,1,,,,,,,,,,1.65434470763051,,,4.48562781070285,,,,,,,0.922552921225809,0.254385474216013,,2.76799441376803,,,,1.04980160001558,,,,,4.67560576197914,,15.8103126895379,0.0,15.8103126895379,0.0,15.8103126895379,-0.025,-0.025,,,2.4352960053554,41.2181828533767,39.9999309870065,,,,,,,,,,406.25,,,,,,Laurussia,Extra-tropics
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,distalRamp,,,-42.6913,-22.5903,42.65,-73.75,1,,,,,,,,,,0.0,,,3.19124182065686,,,,,,,0.991773054674341,0.129447427373198,,3.04023246093659,,,,0.582172173370837,,,,,2.73844124136841,,10.6733081783802,0.0,10.6733081783802,0.0,10.6733081783802,-0.125,-0.125,,,2.08678038857769,29.217340894857,57.9136336893828,,,,,,,,,,406.25,,,,,,Laurussia,Extra-tropics
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,distalRamp,,,-42.6913,-22.5903,42.65,-73.75,1,,,,,,,,,,0.0,,,3.19124182065686,,,,,,,0.991773054674341,0.129447427373198,,3.04023246093659,,,,0.582172173370837,,,,,2.73844124136841,,10.6733081783802,0.0,10.6733081783802,0.0,10.6733081783802,-0.125,-0.125,,,2.08678038857769,29.217340894857,57.9136336893828,,,,,,,,,,406.25,,,,,,Laurussia,Extra-tropics
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,middleRamp,,,11.3364,48.8184,43.04,76.14,1,,,,,,,,,,0.0,,,2.06727718740525,,,,,,,0.397940602374416,0.635977705903431,,3.34063117208835,,,,22.5090048223098,,,,,10.3394627973537,,39.2902942874349,0.0,39.2902942874349,0.0,39.2902942874349,-0.1,-0.1,,,11.8262390851638,38.4345437637271,1.99999654935035,8.3472940867942,,,,,,,,,406.25,,,,,,Laurussia,Tropics
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,distalRamp,,,-42.6913,-22.5903,42.65,-73.75,1,,,,,,,,,,0.0,,,3.19124182065686,,,,,,,0.991773054674341,0.129447427373198,,3.04023246093659,,,,0.582172173370837,,,,,2.73844124136841,,10.6733081783802,0.0,10.6733081783802,0.0,10.6733081783802,-0.125,-0.125,,,2.08678038857769,29.217340894857,57.9136336893828,,,,,,,,,,406.25,,,,,,Laurussia,Extra-tropics
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,distalRamp,,,-42.6913,-22.5903,42.65,-73.75,1,,,,,,,,,,0.0,,,3.19124182065686,,,,,,,0.991773054674341,0.129447427373198,,3.04023246093659,,,,0.582172173370837,,,,,2.73844124136841,,10.6733081783802,0.0,10.6733081783802,0.0,10.6733081783802,-0.125,-0.125,,,2.08678038857769,29.217340894857,57.9136336893828,,,,,,,,,,406.25,,,,,,Laurussia,Extra-tropics
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,innerRamp,,,11.3364,48.8184,43.04,76.14,1,,,,,,,,,,36.2021897586375,,,0.0,,,,,,,0.732377021574678,5.64976559500451,,1.67400462074208,,,,0.0,,,,,6.59139319417192,,50.8497301901307,0.0,50.8497301901307,0.0,50.8497301901307,-0.5,-0.5,,,5.91303327634011,29.7389065926386,1.91269511267235,10.7827626246332,,,,,,,,,406.25,,,,,,Laurussia,Tropics
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,distalRamp,,,-42.6913,-22.5903,42.65,-73.75,1,,,,,,,,,,0.0,,,3.19124182065686,,,,,,,0.991773054674341,0.129447427373198,,3.04023246093659,,,,0.582172173370837,,,,,2.73844124136841,,10.6733081783802,0.0,10.6733081783802,0.0,10.6733081783802,-0.125,-0.125,,,2.08678038857769,29.217340894857,57.9136336893828,,,,,,,,,,406.25,,,,,,Laurussia,Extra-tropics
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,innerRamp,,,11.3364,48.8184,43.04,76.14,1,,,,,,,,,,36.2021897586375,,,0.0,,,,,,,0.732377021574678,5.64976559500451,,1.67400462074208,,,,0.0,,,,,6.59139319417192,,50.8497301901307,0.0,50.8497301901307,0.0,50.8497301901307,-0.5,-0.5,,,5.91303327634011,29.7389065926386,1.91269511267235,10.7827626246332,,,,,,,,,406.25,,,,,,Laurussia,Tropics
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,innerRamp,,,11.3364,48.8184,43.04,76.14,1,,,,,,,,,,16.5291525262741,,,1.23784686978265,,,,,,,0.655330695767332,1.0919617376912,,0.801215827858797,,,,2.40313530640108,,,,,13.0345676593569,,35.753210623132,0.0,35.753210623132,0.0,35.753210623132,-0.25,-0.25,,,20.1742233018922,6.78242446096537,1.82608380592856,31.1303810724964,3.4782548684353,,,,,,,,406.25,,,,,,Laurussia,Tropics
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,distalRamp,,,-42.6913,-22.5903,42.65,-73.75,1,,,,,,,,,,0.0,,,3.19124182065686,,,,,,,0.991773054674341,0.129447427373198,,3.04023246093659,,,,0.582172173370837,,,,,2.73844124136841,,10.6733081783802,0.0,10.6733081783802,0.0,10.6733081783802,-0.125,-0.125,,,2.08678038857769,29.217340894857,57.9136336893828,,,,,,,,,,406.25,,,,,,Laurussia,Extra-tropics
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,distalRamp,,,-42.6913,-22.5903,42.65,-73.75,1,,,,,,,,,,1.65434470763051,,,4.48562781070285,,,,,,,0.922552921225809,0.254385474216013,,2.76799441376803,,,,1.04980160001558,,,,,4.67560576197914,,15.8103126895379,0.0,15.8103126895379,0.0,15.8103126895379,-0.025,-0.025,,,2.4352960053554,41.2181828533767,39.9999309870065,,,,,,,,,,406.25,,,,,,Laurussia,Extra-tropics
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,distalRamp,,,-42.6913,-22.5903,42.65,-73.75,1,,,,,,,,,,0.0,,,3.19124182065686,,,,,,,0.991773054674341,0.129447427373198,,3.04023246093659,,,,0.582172173370837,,,,,2.73844124136841,,10.6733081783802,0.0,10.6733081783802,0.0,10.6733081783802,-0.125,-0.125,,,2.08678038857769,29.217340894857,57.9136336893828,,,,,,,,,,406.25,,,,,,Laurussia,Extra-tropics
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,distalRamp,,,-42.6913,-22.5903,42.65,-73.75,1,,,,,,,,,,0.0,,,6.02418873080293,,,,,,,1.57122043608333,0.611149581385774,,3.31797621500312,,,,14.0573615485997,,,,,17.5490307529868,,43.1309272648617,0.0,43.1309272648616,0.0,43.1309272648616,-0.2,-0.2,,,4.1739058421224,47.4783514866261,5.21720977016947,,,,,,,,,,406.25,,,,,,Laurussia,Extra-tropics
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,distalRamp,,,-42.6913,-22.5903,42.65,-73.75,1,,,,,,,,,,1.65434470763051,,,4.48562781070285,,,,,,,0.922552921225809,0.254385474216013,,2.76799441376803,,,,1.04980160001558,,,,,4.67560576197914,,15.8103126895379,0.0,15.8103126895379,0.0,15.8103126895379,-0.025,-0.025,,,2.4352960053554,41.2181828533767,39.9999309870065,,,,,,,,,,406.25,,,,,,Laurussia,Extra-tropics
Laporte,1967,Phanerozoic,Paleozoic,Devonian,Early Devonian,Lochkovian,ramp,distalRamp,,,-42.6913,-22.5903,42.65,-73.75,1,,,,,,,,,,1.65434470763051,,,4.48562781070285,,,,,,,0.922552921225809,0.254385474216013,,2.76799441376803,,,,1.04980160001558,,,,,4.67560576197914,,15.8103126895379,0.0,15.8103126895379,0.0,15.8103126895379,-0.025,-0.025,,,2.4352960053554,41.2181828533767,39.9999309870065,,,,,,,,,,406.25,,,,,,Laurussia,Extra-tropics
